# Values from mcmc DUSTY fits to precursor data 
# MJD : Modified Julian Date
# Tstar : Effective temperature of the star [K]
# Tstar_min : Lower limit of the effective temperature [K]
# Tstar_max : Upper limit of the effective temperature [K]
# L : Luminosity of the star [erg/s]
# L_min : Lower limit of the luminosity [erg/s]
# L_max : Upper limit of the luminosity [erg/s]
# tdust : Dust shell temperature at inner boundary [K]
# tdust_min : Lower limit of the dust shell temperature [K]
# tdust_max : Upper limit of the dust shell temperature [K]
# tau : Optical depth of the dust shell in the V band
# tau_min : Lower limit of the optical depth
# tau_max : Upper limit of the optical depth
# r1 : Inner radius of the dust shell [cm]
# r1_min : Lower limit of the inner radius [cm]
# r1_max : Upper limit of the inner radius [cm]
# rstar : Stellar photospheric radius [R_sun]
# rstar_min : Lower limit of the stellar photospheric radius [R_sun]
# rstar_max : Upper limit of the stellar photospheric radius [R_sun]
# 
MJD,Tstar,Tstar_min,Tstar_max,L,L_min,L_max,tdust,tdust_min,tdust_max,tau,tau_min,tau_max,r1,r1_min,r1_max
60259.188405797104,3870.112271764585,3708.38444189086,3964.367407495258,1.4984921682056087e+38,1.4045709649627796e+38,1.6791011106178987e+38,1055.56363774506,817.6879317061049,1279.3875193609608,0.3501806895372629,0.2658916052969246,0.4180028909052748,14.693908618757195,14.473039065521752,14.970718185296242
60294.942028985504,3861.418178433428,3699.728369365029,3963.2896228480167,1.5200258307420795e+38,1.4182522734754258e+38,1.6900388774224857e+38,1043.223259468136,816.7358163379805,1272.3374526716032,0.33324095878018867,0.2376092123037425,0.4079254362546688,14.70403468817145,14.469040119679304,14.975203286985757
60330.69565217391,3817.818914136132,3682.7284619671855,3953.3419599447566,1.562261526882551e+38,1.4523059464784774e+38,1.74743203276808e+38,1044.058751066614,809.5519519545167,1295.297144291316,0.3028266050296341,0.2115417008241962,0.3856696879083857,14.70223817341006,14.453998718975976,14.98209404547648
60366.44927536232,3799.0395402516856,3668.9866941850128,3955.3134917103534,1.6025153796657708e+38,1.4820982178042466e+38,1.8108312963109427e+38,1064.751599763836,824.1505751276587,1326.9419102760755,0.28092807261022934,0.18958972833092577,0.3607744789725066,14.682249845455727,14.44242736360829,14.963135564645103
60402.20289855073,3825.4525895065008,3676.127692175376,3960.708444255557,1.6349691491391105e+38,1.5261852163356779e+38,1.8682734133396616e+38,1062.6270450995175,814.6664187709656,1325.7592216727107,0.2625904367198337,0.17059818229535287,0.3552598447764452,14.689339872939223,14.44446125526928,14.987476765353003
60437.95652173913,3807.7684363860944,3675.4912436362006,3950.2295537390664,1.7128570674641616e+38,1.5942293641173656e+38,1.9674718420949087e+38,1049.5359657202112,802.9100839835904,1343.5775154427267,0.2544336908983422,0.1633848159873824,0.3448758009780976,14.717497158955426,14.452166609253087,15.00668307048472
60473.710144927536,3802.129500375852,3682.2956860046097,3942.0517056178296,1.8329208012019584e+38,1.75506352851164e+38,2.006569469029729e+38,1025.7135507402288,780.1064964145563,1319.7245243252435,0.24488401635953796,0.163051499615634,0.3388086767520389,14.759934168021772,14.463685358054784,15.0487013927379
60509.46376811594,3821.826765443567,3696.501290482408,3950.012946746581,1.926935984577752e+38,1.845541742550948e+38,2.1086517092956017e+38,1055.813170753986,792.8393967068406,1331.0591847309988,0.249906383376366,0.15782183929863847,0.34745019951785927,14.736699704087629,14.473855528717456,15.039177288816727
60545.21739130435,3845.2943984275535,3718.4000569858217,3957.1699553123135,2.0340595097487825e+38,1.957722628178065e+38,2.2140250555720253e+38,1054.4458321162488,806.1812740047454,1307.921065992564,0.25207146167865424,0.16324910057738504,0.3403760502452048,14.754671709064851,14.49160963016918,15.046583910008003
60580.97101449275,3843.7416396674785,3713.892040861848,3960.8630392697855,2.182048735365096e+38,2.1080684325186338e+38,2.352332411764661e+38,1068.3729377196005,837.3812035665159,1325.2498183545551,0.2630712484828027,0.16643734937375987,0.35562309522747465,14.75415055626756,14.507915443106285,15.020300304190195
60616.72463768116,3819.46023416648,3695.2832083992375,3954.2755532329943,2.3881930993212694e+38,2.3014573656207262e+38,2.596926499780855e+38,1084.1120000719743,831.5084352640326,1327.3973421951036,0.289435022655184,0.1923521931168793,0.38404702925198736,14.753530964460744,14.532551052355672,15.046874323828915
60652.47826086957,3859.636181975384,3697.498583047917,3966.092203252481,2.6045672386386597e+38,2.5134641021249497e+38,2.816326672447913e+38,1107.880905640652,854.3384194671795,1336.267798863006,0.3576096711249091,0.2494837862476112,0.4295871769769316,14.756288076171336,14.56456222071868,15.042261094596062
60688.23188405797,3836.648027109514,3663.822459457328,3961.891292386717,2.845828301464874e+38,2.696309966430779e+38,3.094323974468053e+38,1109.2278203709275,875.0642917774934,1341.0822291123184,0.39159264161863616,0.2882601957943003,0.4586624408373944,14.768946555011468,14.591391023262895,15.03399597550558
60723.985507246376,3815.216020405392,3645.3471028641034,3956.527677865232,3.0884977763266466e+38,2.8238317780872728e+38,3.362732545931483e+38,1137.1410348767736,878.501607299527,1357.4929387826692,0.4235897599431994,0.32452096613128933,0.4812289948640482,14.751377582875659,14.623419729204068,15.043825243659317
60759.739130434784,3741.1416024836785,3614.555482223309,3954.956026541796,3.2777973852577655e+38,2.942131219380619e+38,3.664101017129589e+38,1140.958095224611,883.4687391277585,1357.4455523985764,0.44513608376536534,0.34418526450487413,0.5059675417297057,14.760133864958023,14.638765468363612,15.047767020873849
60795.49275362319,3685.641077581354,3577.099763562815,3939.4397113332607,3.4672010491745015e+38,3.064056980470761e+38,3.988245126463317e+38,1110.3558130580632,822.8653213405225,1343.0955185663167,0.46937092600105645,0.3692125812945564,0.5358666504066892,14.801916026058633,14.661457398830551,15.13232462523842
60831.24637681159,3618.159008022149,3530.2709694668038,3864.403064697141,3.8215097897590524e+38,3.259973351665095e+38,4.264665266915757e+38,1090.2103712214323,769.7653968928371,1359.2357304671636,0.4651623457542132,0.36855768397645466,0.5457992879940121,14.829816116908452,14.650424441812616,15.190418962228028
60867.0,3584.7325385295453,3503.443192438287,3652.0330140928154,3.975717819185454e+38,3.508059155429447e+38,4.443288405343367e+38,1047.488474760503,730.4681712337998,1335.4452280812532,0.4508625382920064,0.3700081691800447,0.5397333728389632,14.873193998500428,14.651190892687591,15.248534146274151
60876.0,3560.4343316565632,3441.17936801308,3701.150272307201,4.0988489045802725e+38,3.454416766068144e+38,4.574761212158192e+38,1001.9146167941389,688.0297690724238,1343.309093251,0.4453409156678004,0.25808707727700325,0.5559834136200184,14.92126609544816,14.647598009324444,15.299389769398543
60881.28571428572,3570.3960524445247,3434.246127327074,3689.9910179018,4.051170714070395e+38,3.443044689927743e+38,4.5732993796118255e+38,1018.7369661589784,701.9366872539648,1344.317329459897,0.43755759449357423,0.24210054114342236,0.5570087055269084,14.901797186705224,14.644399725179891,15.272347616269304
