Wav(Angstrom) "Flux density (a.d.u.)"
8979.416 1.38812e-16
8980.6162 1.42382e-16
8981.8154 1.4475e-16
8983.0156 1.41809e-16
8984.2148 1.42614e-16
8985.415 1.34699e-16
8986.6143 1.44427e-16
8987.8145 1.48728e-16
8989.0137 1.49454e-16
8990.2139 1.34208e-16
8991.4131 1.46664e-16
8992.6133 1.51495e-16
8993.8125 1.59001e-16
8995.0117 1.67416e-16
8996.2119 1.61788e-16
8997.4111 1.67632e-16
8998.6113 1.59836e-16
8999.8105 1.55876e-16
9001.0098 1.57398e-16
9002.21 1.5646e-16
9003.4092 1.5414e-16
9004.6084 1.49883e-16
9005.8086 1.5141e-16
9007.0078 1.53946e-16
9008.207 1.53322e-16
9009.4072 1.42523e-16
9010.6064 1.48561e-16
9011.8057 1.49529e-16
9013.0059 1.43153e-16
9014.2051 1.48696e-16
9015.4043 1.51041e-16
9016.6035 1.68159e-16
9017.8037 1.75712e-16
9019.0029 1.86963e-16
9020.2021 1.91239e-16
9021.4014 1.88687e-16
9022.6016 1.72774e-16
9023.8008 1.66744e-16
9025.0 1.5345e-16
9026.1992 1.56024e-16
9027.3994 1.5341e-16
9028.5986 1.5844e-16
9029.7979 1.67812e-16
9030.9971 1.65477e-16
9032.1963 1.71357e-16
9033.3955 1.7403e-16
9034.5947 1.65723e-16
9035.7949 1.695e-16
9036.9941 1.68194e-16
9038.1934 1.69009e-16
9039.3926 1.65671e-16
9040.5918 1.60277e-16
9041.791 1.60635e-16
9042.9902 1.60993e-16
9044.1895 1.68074e-16
9045.3887 1.73746e-16
9046.5889 1.76896e-16
9047.7881 1.72683e-16
9048.9873 1.83618e-16
9050.1865 1.734e-16
9051.3857 1.79149e-16
9052.585 1.79196e-16
9053.7842 1.80118e-16
9054.9834 1.74799e-16
9056.1826 1.8274e-16
9057.3818 1.85067e-16
9058.5811 1.89719e-16
9059.7803 1.95072e-16
9060.9795 1.93086e-16
9062.1777 1.9036e-16
9063.377 1.83379e-16
9064.5762 1.72935e-16
9065.7754 1.7551e-16
9066.9746 1.77998e-16
9068.1738 1.73912e-16
9069.373 1.76236e-16
9070.5723 1.75742e-16
9071.7715 1.79403e-16
9072.9707 1.71048e-16
9074.1689 1.68297e-16
9075.3682 1.58016e-16
9076.5674 1.66059e-16
9077.7666 1.63363e-16
9078.9658 1.69034e-16
9080.165 1.86732e-16
9081.3633 2.00859e-16
9082.5625 1.94653e-16
9083.7617 2.00601e-16
9084.9609 1.9528e-16
9086.1602 1.99338e-16
9087.3584 2.02938e-16
9088.5576 1.96637e-16
9089.7568 1.92573e-16
9090.9551 1.82785e-16
9092.1543 1.80216e-16
9093.3535 1.78814e-16
9094.5527 1.69392e-16
9095.751 1.72372e-16
9096.9502 1.65759e-16
9098.1494 1.63105e-16
9099.3477 1.64385e-16
9100.5469 1.55083e-16
9101.7461 1.62238e-16
9102.9443 1.58526e-16
9104.1436 1.5796e-16
9105.3418 1.75871e-16
9106.541 1.85897e-16
9107.7402 1.96099e-16
9108.9385 2.02988e-16
9110.1377 2.13173e-16
9111.3359 2.13569e-16
9112.5352 2.19416e-16
9113.7344 2.11728e-16
9114.9326 2.08847e-16
9116.1318 2.07438e-16
9117.3301 2.00849e-16
9118.5293 1.95446e-16
9119.7275 1.93336e-16
9120.9268 1.88191e-16
9122.125 1.82384e-16
9123.3232 1.7955e-16
9124.5225 1.74433e-16
9125.7207 1.72929e-16
9126.9199 1.68607e-16
9128.1182 1.7211e-16
9129.3174 1.70427e-16
9130.5156 1.77403e-16
9131.7148 1.88427e-16
9132.9131 1.92787e-16
9134.1113 1.95045e-16
9135.3105 2.08103e-16
9136.5088 2.1649e-16
9137.707 2.2574e-16
9138.9062 2.23908e-16
9140.1045 2.25468e-16
9141.3027 2.21524e-16
9142.502 2.15141e-16
9143.7002 2.16364e-16
9144.8984 2.11957e-16
9146.0977 2.06026e-16
9147.2959 1.99418e-16
9148.4941 1.99279e-16
9149.6924 1.93589e-16
9150.8906 1.93732e-16
9152.0898 1.93286e-16
9153.2881 1.82309e-16
9154.4863 1.82594e-16
9155.6846 1.81341e-16
9156.8838 1.734e-16
9158.082 1.75105e-16
9159.2803 1.75194e-16
9160.4785 1.77517e-16
9161.6768 1.80877e-16
9162.875 1.84693e-16
9164.0732 1.8594e-16
9165.2725 1.97958e-16
9166.4707 2.02357e-16
9167.6689 2.0182e-16
9168.8672 1.94279e-16
9170.0654 1.94367e-16
9171.2637 1.95176e-16
9172.4619 1.96343e-16
9173.6602 1.85287e-16
9174.8584 1.86116e-16
9176.0566 1.89502e-16
9177.2549 1.86138e-16
9178.4531 1.82598e-16
9179.6514 1.80591e-16
9180.8496 1.81169e-16
9182.0479 1.76054e-16
9183.2461 1.72932e-16
9184.4443 1.68844e-16
9185.6426 1.66298e-16
9186.8408 1.6722e-16
9188.0391 1.70378e-16
9189.2373 1.79481e-16
9190.4355 1.80839e-16
9191.6328 1.91226e-16
9192.8311 1.89438e-16
9194.0293 1.91847e-16
9195.2275 1.88034e-16
9196.4258 1.89633e-16
9197.624 1.82846e-16
9198.8223 1.82509e-16
9200.0195 1.83223e-16
9201.2178 1.77532e-16
9202.416 1.80629e-16
9203.6143 1.74048e-16
9204.8115 1.67192e-16
9206.0098 1.68925e-16
9207.208 1.62998e-16
9208.4062 1.66354e-16
9209.6035 1.68158e-16
9210.8018 1.61118e-16
9212.0 1.61699e-16
9213.1973 1.63969e-16
9214.3955 1.56791e-16
9215.5938 1.55501e-16
9216.791 1.4976e-16
9217.9893 1.57721e-16
9219.1875 1.59702e-16
9220.3848 1.559e-16
9221.583 1.52985e-16
9222.7812 1.54776e-16
9223.9785 1.6227e-16
9225.1768 1.5816e-16
9226.374 1.54614e-16
9227.5723 1.55064e-16
9228.7695 1.54436e-16
9229.9678 1.56953e-16
9231.165 1.57309e-16
9232.3633 1.52734e-16
9233.5605 1.51826e-16
9234.7588 1.58507e-16
9235.9561 1.55352e-16
9237.1543 1.48914e-16
9238.3516 1.53595e-16
9239.5498 1.54711e-16
9240.7471 1.52907e-16
9241.9443 1.4983e-16
9243.1426 1.45571e-16
9244.3398 1.445e-16
9245.5381 1.48173e-16
9246.7354 1.52421e-16
9247.9326 1.58076e-16
9249.1309 1.61897e-16
9250.3281 1.57924e-16
9251.5254 1.61064e-16
9252.7236 1.66089e-16
9253.9209 1.63735e-16
9255.1182 1.60839e-16
9256.3164 1.56058e-16
9257.5137 1.60046e-16
9258.7109 1.56311e-16
9259.9082 1.5826e-16
9261.1064 1.62666e-16
9262.3037 1.56733e-16
9263.501 1.54906e-16
9264.6982 1.59397e-16
9265.8955 1.57454e-16
9267.0938 1.65671e-16
9268.291 1.6067e-16
9269.4883 1.69325e-16
9270.6855 1.63339e-16
9271.8828 1.64421e-16
9273.0801 1.63268e-16
9274.2773 1.62802e-16
9275.4746 1.6299e-16
9276.6719 1.64285e-16
9277.8691 1.6396e-16
9279.0674 1.6012e-16
9280.2646 1.6744e-16
9281.4619 1.55928e-16
9282.6592 1.5344e-16
9283.8564 1.46575e-16
9285.0537 1.46129e-16
9286.251 1.41414e-16
9287.4482 1.47202e-16
9288.6445 1.39837e-16
9289.8418 1.43069e-16
9291.0391 1.39966e-16
9292.2363 1.42066e-16
9293.4336 1.39485e-16
9294.6309 1.42436e-16
9295.8281 1.39018e-16
9297.0254 1.45887e-16
9298.2227 1.43905e-16
9299.4199 1.46034e-16
9300.6162 1.39728e-16
9301.8135 1.36974e-16
9303.0107 1.32586e-16
9304.208 1.35772e-16
9305.4053 1.29308e-16
9306.6016 1.30277e-16
9307.7988 1.38268e-16
9308.9961 1.3848e-16
9310.1934 1.37119e-16
9311.3896 1.36991e-16
9312.5869 1.41869e-16
9313.7842 1.39919e-16
9314.9805 1.43102e-16
9316.1777 1.45252e-16
9317.375 1.42166e-16
9318.5713 1.40081e-16
9319.7686 1.3586e-16
9320.9658 1.51503e-16
9322.1621 1.40862e-16
9323.3594 1.49857e-16
9324.5557 1.46989e-16
9325.7529 1.45517e-16
9326.9492 1.48654e-16
9328.1465 1.32412e-16
9329.3438 1.39776e-16
9330.54 1.40547e-16
9331.7373 1.2986e-16
9332.9336 1.33886e-16
9334.1309 1.42467e-16
9335.3271 1.33372e-16
9336.5234 1.45515e-16
9337.7207 1.44422e-16
9338.917 1.42463e-16
9340.1143 1.50611e-16
9341.3105 1.44979e-16
9342.5078 1.45552e-16
9343.7041 1.3964e-16
9344.9004 1.42818e-16
9346.0977 1.47456e-16
9347.2939 1.41862e-16
9348.4902 1.4542e-16
9349.6875 1.4166e-16
9350.8838 1.47794e-16
9352.0801 1.40852e-16
9353.2773 1.46456e-16
9354.4736 1.48847e-16
9355.6699 1.40705e-16
9356.8662 1.44817e-16
9358.0635 1.45784e-16
9359.2598 1.37125e-16
9360.4561 1.37455e-16
9361.6523 1.43435e-16
9362.8486 1.43988e-16
9364.0449 1.41354e-16
9365.2422 1.46754e-16
9366.4385 1.47378e-16
9367.6348 1.41219e-16
9368.8311 1.36382e-16
9370.0273 1.4853e-16
9371.2236 1.35397e-16
9372.4199 1.31876e-16
9373.6162 1.46118e-16
9374.8125 1.37322e-16
9376.0088 1.48752e-16
9377.2051 1.39754e-16
9378.4014 1.49914e-16
9379.5977 1.40939e-16
9380.7939 1.49426e-16
9381.9902 1.51478e-16
9383.1865 1.49357e-16
9384.3828 1.48943e-16
9385.5791 1.5157e-16
9386.7754 1.54744e-16
9387.9717 1.52604e-16
9389.168 1.56906e-16
9390.3643 1.56085e-16
9391.5596 1.64717e-16
9392.7559 1.60066e-16
9393.9521 1.55584e-16
9395.1484 1.54838e-16
9396.3447 1.52056e-16
9397.54 1.49361e-16
9398.7363 1.51102e-16
9399.9326 1.46759e-16
9401.1289 1.43523e-16
9402.3242 1.5112e-16
9403.5205 1.5278e-16
9404.7168 1.50684e-16
9405.9131 1.49655e-16
9407.1084 1.44297e-16
9408.3047 1.47279e-16
9409.501 1.58608e-16
9410.6963 1.5114e-16
9411.8926 1.62696e-16
9413.0879 1.5104e-16
9414.2842 1.55529e-16
9415.4805 1.55141e-16
9416.6758 1.55334e-16
9417.8721 1.45621e-16
9419.0674 1.55388e-16
9420.2637 1.56983e-16
9421.459 1.50475e-16
9422.6553 1.48795e-16
9423.8506 1.54784e-16
9425.0469 1.64358e-16
9431.0254 1.64951e-16
9432.2207 1.58656e-16
9433.417 1.54154e-16
9434.6123 1.57883e-16
9435.8076 1.65448e-16
9437.0039 1.66465e-16
9438.1992 1.7366e-16
9439.3945 1.58815e-16
9440.5908 1.63864e-16
9441.7861 1.51832e-16
9442.9814 1.56471e-16
9444.1768 1.47602e-16
9445.373 1.5148e-16
9446.5684 1.46073e-16
9447.7637 1.52766e-16
9448.959 1.43095e-16
9450.1543 1.49154e-16
9451.3506 1.48669e-16
9452.5459 1.49673e-16
9453.7412 1.48907e-16
9454.9365 1.64631e-16
9456.1318 1.62288e-16
9457.3271 1.54683e-16
9458.5225 1.61143e-16
9459.7178 1.65196e-16
9460.9131 1.6245e-16
9462.1084 1.59638e-16
9463.3037 1.55979e-16
9464.499 1.58508e-16
9465.6943 1.62633e-16
9466.8896 1.58261e-16
9468.085 1.6144e-16
9469.2803 1.58041e-16
9470.4756 1.54335e-16
9471.6709 1.52588e-16
9472.8662 1.57717e-16
9474.0615 1.55913e-16
9475.2568 1.5785e-16
9476.4521 1.49087e-16
9477.6465 1.5108e-16
9478.8418 1.64384e-16
9480.0371 1.54773e-16
9481.2324 1.50336e-16
9482.4277 1.58215e-16
9483.6221 1.56033e-16
9484.8174 1.55075e-16
9486.0127 1.60195e-16
9487.208 1.56913e-16
9488.4023 1.56305e-16
9489.5977 1.58438e-16
9490.793 1.59384e-16
9491.9873 1.50887e-16
9493.1826 1.56618e-16
9494.3779 1.62237e-16
9495.5723 1.65171e-16
9496.7676 1.58498e-16
9497.9619 1.57875e-16
9499.1572 1.53692e-16
9500.3525 1.69144e-16
9501.5469 1.61388e-16
9502.7422 1.63415e-16
9503.9365 1.54863e-16
9505.1318 1.55095e-16
9506.3262 1.51481e-16
9507.5215 1.62092e-16
9508.7158 1.57019e-16
9509.9111 1.63267e-16
9511.1055 1.70302e-16
9512.2998 1.70394e-16
9513.4951 1.73457e-16
9514.6895 1.66873e-16
9515.8848 1.62173e-16
9517.0791 1.74848e-16
9518.2734 1.62859e-16
9519.4688 1.56367e-16
9520.6631 1.63244e-16
9521.8574 1.61231e-16
9523.0518 1.56954e-16
9524.2471 1.57586e-16
9525.4414 1.57936e-16
9526.6357 1.54676e-16
9527.8301 1.62446e-16
9529.0254 1.64952e-16
9530.2197 1.67138e-16
9531.4141 1.72696e-16
9532.6084 1.74233e-16
9533.8027 1.67562e-16
9534.9971 1.72229e-16
9536.1924 1.81552e-16
9537.3867 1.70488e-16
9538.5811 1.74154e-16
9539.7754 1.67898e-16
9540.9697 1.64821e-16
9542.1641 1.58182e-16
9543.3584 1.53751e-16
9544.5527 1.58824e-16
9545.7471 1.62028e-16
9546.9414 1.68074e-16
9548.1357 1.63915e-16
9549.3301 1.57617e-16
9550.5244 1.59564e-16
9551.7188 1.38411e-16
9552.9131 1.23573e-16
9554.1064 1.19561e-16
9555.3008 1.10412e-16
9556.4951 1.20031e-16
9557.6895 1.2788e-16
9558.8838 1.29018e-16
9560.0781 1.37911e-16
9561.2715 1.41227e-16
9562.4658 1.475e-16
9563.6602 1.47466e-16
9564.8545 1.63432e-16
9566.0479 1.56371e-16
9567.2422 1.77477e-16
9568.4365 1.82476e-16
9569.6299 1.87337e-16
9570.8242 1.81544e-16
9572.0186 1.75496e-16
9573.2119 1.71889e-16
9574.4062 1.77854e-16
9575.6006 1.78712e-16
9576.7939 1.71308e-16
9577.9883 1.71896e-16
9579.1816 1.70656e-16
9580.376 1.61587e-16
9581.5693 1.60486e-16
9582.7637 1.6077e-16
9583.957 1.54538e-16
9585.1514 1.54827e-16
9586.3447 1.56508e-16
9587.5391 1.50491e-16
9588.7324 1.57904e-16
9589.9268 1.60136e-16
9591.1201 1.61069e-16
9592.3135 1.57078e-16
9593.5078 1.60909e-16
9594.7012 1.60463e-16
9595.8945 1.55606e-16
9597.0889 1.51759e-16
9598.2822 1.57549e-16
9599.4756 1.55133e-16
9600.6699 1.52307e-16
9601.8633 1.46034e-16
9603.0566 1.47702e-16
9604.25 1.34113e-16
9605.4434 1.40989e-16
9606.6377 1.3176e-16
9607.8311 1.20588e-16
9609.0244 1.22407e-16
9610.2178 1.20872e-16
9611.4111 1.18811e-16
9612.6045 1.20091e-16
9613.7979 1.27139e-16
9614.9922 1.33583e-16
9616.1855 1.42533e-16
9617.3789 1.57966e-16
9618.5723 1.64106e-16
9619.7656 1.70105e-16
9620.959 1.77184e-16
9622.1523 1.77158e-16
9623.3457 1.74096e-16
9624.5391 1.73545e-16
9625.7314 1.7426e-16
9626.9248 1.70203e-16
9628.1182 1.7595e-16
9629.3115 1.62242e-16
9630.5049 1.69788e-16
9631.6982 1.64564e-16
9632.8916 1.64992e-16
9634.085 1.56489e-16
9635.2773 1.56495e-16
9636.4707 1.51778e-16
9637.6641 1.53603e-16
9638.8574 1.54123e-16
9640.0498 1.49013e-16
9641.2432 1.51813e-16
9642.4365 1.44481e-16
9643.6289 1.39115e-16
9644.8223 1.24052e-16
9646.0156 1.17144e-16
9647.208 1.08534e-16
9648.4014 1.00101e-16
9649.5947 1.01644e-16
9650.7871 9.63396e-17
9651.9805 1.02516e-16
9653.1729 9.9583e-17
9654.3662 1.11214e-16
9655.5586 1.18883e-16
9656.752 1.2732e-16
9657.9443 1.30946e-16
9659.1377 1.33541e-16
9660.3301 1.36403e-16
9661.5234 1.43127e-16
9662.7158 1.46486e-16
9663.9082 1.48564e-16
9665.1016 1.55774e-16
9666.2939 1.60064e-16
9667.4863 1.56504e-16
9668.6797 1.62004e-16
9669.8721 1.59133e-16
9671.0645 1.56179e-16
9672.2578 1.58083e-16
9673.4502 1.52771e-16
9674.6426 1.56416e-16
9675.835 1.47011e-16
9677.0283 1.44352e-16
9678.2207 1.46574e-16
9679.4131 1.43144e-16
9680.6055 1.39372e-16
9681.7979 1.27994e-16
9682.9902 1.13404e-16
9684.1836 1.10585e-16
9685.376 1.043e-16
9686.5684 1.06771e-16
9687.7607 1.01257e-16
9688.9531 1.20313e-16
9690.1455 1.19201e-16
9691.3379 1.34251e-16
9692.5303 1.48147e-16
9693.7227 1.49342e-16
9694.915 1.54825e-16
9696.1074 1.5402e-16
9697.2998 1.41299e-16
9698.4922 1.39402e-16
9699.6836 1.35482e-16
9700.876 1.32991e-16
9702.0684 1.28479e-16
9703.2607 1.36876e-16
9704.4531 1.45042e-16
9705.6455 1.56117e-16
9706.8369 1.57537e-16
9708.0293 1.63082e-16
9709.2217 1.60985e-16
9710.4141 1.58131e-16
9711.6055 1.41512e-16
9712.7979 1.32501e-16
9713.9902 1.17117e-16
9715.1816 1.14487e-16
9716.374 1.0882e-16
9717.5664 1.15795e-16
9718.7578 1.24317e-16
9719.9502 1.2252e-16
9721.1426 1.41898e-16
9722.334 1.47086e-16
9723.5264 1.59474e-16
9724.7178 1.71302e-16
9725.9102 1.76658e-16
9727.1016 1.75947e-16
9728.2939 1.68709e-16
9729.4854 1.62874e-16
9730.6768 1.64305e-16
9731.8691 1.53982e-16
9733.0605 1.34393e-16
9734.2529 1.25241e-16
9735.4443 1.25897e-16
9736.6357 1.26678e-16
9737.8281 1.08699e-16
9739.0195 1.09037e-16
9740.2109 1.13019e-16
9741.4033 1.17242e-16
9742.5947 1.2112e-16
9743.7861 1.30266e-16
9744.9775 1.41446e-16
9746.1699 1.45962e-16
9747.3613 1.51004e-16
9748.5527 1.46755e-16
9749.7441 1.40466e-16
9750.9355 1.42318e-16
9752.127 1.26574e-16
9753.3184 1.18656e-16
9754.5098 1.1194e-16
9755.7021 1.202e-16
9756.8936 1.16586e-16
9758.085 1.25885e-16
9759.2764 1.27542e-16
9760.4678 1.39601e-16
9761.6592 1.53207e-16
9762.8506 1.57586e-16
9764.041 1.64042e-16
9765.2324 1.6542e-16
9766.4238 1.76549e-16
9767.6152 1.69481e-16
9768.8066 1.73473e-16
9769.998 1.78786e-16
9771.1895 1.73884e-16
9772.3809 1.65305e-16
9773.5713 1.63643e-16
9774.7627 1.53774e-16
9775.9541 1.41371e-16
9777.1455 1.40461e-16
9778.3359 1.36772e-16
9779.5273 1.29494e-16
9780.7188 1.19554e-16
9781.9092 1.24317e-16
9783.1006 1.22943e-16
9784.292 1.27842e-16
9785.4824 1.33297e-16
9786.6738 1.3653e-16
9787.8643 1.36235e-16
9789.0557 1.41671e-16
9790.2471 1.47133e-16
9791.4375 1.1984e-16
9792.6289 1.17017e-16
9793.8193 1.08588e-16
9795.0107 9.63153e-17
9796.2012 9.76569e-17
9797.3916 9.91889e-17
9798.583 9.66339e-17
9799.7734 1.18363e-16
9800.9648 1.24045e-16
9802.1553 1.35345e-16
9803.3457 1.50202e-16
9804.5371 1.64685e-16
9805.7275 1.79579e-16
9806.918 1.83111e-16
9808.1094 1.96706e-16
9809.2998 1.96673e-16
9810.4902 1.91737e-16
9811.6807 1.91601e-16
9812.8711 1.95065e-16
9814.0625 1.77778e-16
9815.2529 1.75433e-16
9816.4434 1.75421e-16
9817.6338 1.69428e-16
9818.8242 1.62269e-16
9820.0146 1.60337e-16
9821.2051 1.63049e-16
9822.3955 1.61545e-16
9823.5859 1.49002e-16
9824.7764 1.50185e-16
9825.9668 1.42192e-16
9827.1572 1.48344e-16
9828.3477 1.48326e-16
9829.5381 1.53301e-16
9830.7285 1.49717e-16
9831.9189 1.56385e-16
9833.1094 1.58529e-16
9834.2998 1.60127e-16
9835.4902 1.60073e-16
9836.6797 1.54454e-16
9837.8701 1.58068e-16
9839.0605 1.47134e-16
9840.251 1.50851e-16
9841.4404 1.47039e-16
9842.6309 1.44299e-16
9843.8213 1.48882e-16
9845.0117 1.50364e-16
9846.2012 1.43915e-16
9847.3916 1.52124e-16
9848.582 1.56414e-16
9849.7715 1.536e-16
9850.9619 1.63431e-16
9852.1514 1.62815e-16
9853.3418 1.62921e-16
9854.5312 1.75004e-16
9855.7217 1.6647e-16
9856.9111 1.64757e-16
9858.1016 1.62371e-16
9859.291 1.63359e-16
9860.4814 1.62093e-16
9861.6709 1.60439e-16
9862.8613 1.65527e-16
9864.0508 1.61842e-16
9865.2402 1.618e-16
9866.4307 1.65008e-16
9867.6201 1.60899e-16
9868.8096 1.74285e-16
9870.0 1.67996e-16
9871.1895 1.71879e-16
9872.3789 1.59941e-16
9873.5684 1.63661e-16
9874.7588 1.73681e-16
9875.9482 1.68234e-16
9877.1377 1.64774e-16
9878.3271 1.6412e-16
9879.5166 1.58366e-16
9880.7061 1.61454e-16
9881.8965 1.66741e-16
9883.0859 1.63065e-16
9884.2754 1.68463e-16
9885.4648 1.62715e-16
9886.6543 1.72979e-16
9887.8438 1.65816e-16
9889.0332 1.64359e-16
9890.2227 1.63549e-16
9891.4121 1.65316e-16
9892.6016 1.7119e-16
9893.79 1.718e-16
9894.9795 1.64785e-16
9896.1689 1.71662e-16
9897.3584 1.76183e-16
9898.5479 1.60311e-16
9899.7373 1.62815e-16
9900.9258 1.76179e-16
9902.1152 1.65316e-16
9903.3047 1.65409e-16
9904.4941 1.69781e-16
9905.6826 1.60407e-16
9906.8721 1.6057e-16
9908.0615 1.64677e-16
9909.25 1.64523e-16
9910.4395 1.70419e-16
9911.6289 1.7468e-16
9912.8174 1.63546e-16
9914.0068 1.56462e-16
9915.1953 1.59507e-16
9916.3848 1.60862e-16
9917.5732 1.62203e-16
9918.7627 1.53334e-16
9919.9512 1.65875e-16
9921.1406 1.61453e-16
9922.3291 1.6178e-16
9923.5186 1.64031e-16
9924.707 1.589e-16
9925.8955 1.65414e-16
9927.085 1.57054e-16
9928.2734 1.63862e-16
9929.4619 1.52554e-16
9930.6514 1.59733e-16
9931.8398 1.59756e-16
9933.0283 1.59165e-16
9934.2178 1.58357e-16
9935.4062 1.61538e-16
9936.5947 1.62595e-16
9937.7832 1.57012e-16
9938.9717 1.55062e-16
9940.1602 1.56158e-16
9941.3486 1.5981e-16
9942.5381 1.60414e-16
9943.7266 1.73778e-16
9944.915 1.73095e-16
9946.1035 1.71797e-16
9947.292 1.81179e-16
9948.4805 1.77789e-16
9949.6689 1.7548e-16
9950.8574 1.85752e-16
9952.0459 1.79943e-16
9953.2344 1.8508e-16
9954.4219 1.86185e-16
9955.6104 1.71517e-16
9956.7988 1.77022e-16
9957.9873 1.68188e-16
9959.1758 1.70025e-16
9960.3643 1.68187e-16
9961.5518 1.72323e-16
9962.7402 1.67162e-16
9963.9287 1.68002e-16
9965.1172 1.76556e-16
9966.3047 1.76932e-16
9967.4932 1.77541e-16
9968.6816 1.72081e-16
9969.8691 1.68441e-16
9971.0576 1.77411e-16
9972.2451 1.68615e-16
9973.4336 1.66356e-16
9974.6221 1.82113e-16
9975.8096 1.68786e-16
9976.998 1.64101e-16
9978.1855 1.72962e-16
9979.374 1.80172e-16
9980.5615 1.78818e-16
9981.749 1.74706e-16
9982.9375 1.77463e-16
9984.125 1.74916e-16
9985.3135 1.7654e-16
9986.501 1.74727e-16
9987.6885 1.88081e-16
9988.877 1.74844e-16
9990.0645 1.74362e-16
9991.252 1.76755e-16
9992.4395 1.79404e-16
9993.6279 1.75423e-16
9994.8154 1.70038e-16
9996.0029 1.763e-16
9997.1904 1.73642e-16
9998.3779 1.78918e-16
9999.5654 1.81146e-16
10000.753 1.76657e-16
10001.941 1.7375e-16
10003.129 1.71695e-16
10004.316 1.68642e-16
10005.504 1.62927e-16
10006.691 1.72339e-16
10007.879 1.70501e-16
10009.066 1.6709e-16
10010.253 1.75194e-16
10011.441 1.56407e-16
10012.628 1.63989e-16
10013.816 1.71554e-16
10015.003 1.73211e-16
10016.19 1.8145e-16
10017.378 1.77682e-16
10018.565 1.77376e-16
10019.752 1.85398e-16
10020.939 1.84727e-16
10022.127 1.85986e-16
10023.314 1.82928e-16
10024.501 1.73668e-16
10025.688 1.88119e-16
10026.875 1.81802e-16
10028.063 1.78543e-16
10029.25 1.83461e-16
10030.437 1.79909e-16
10031.624 1.83763e-16
10032.811 1.74838e-16
10033.998 1.68369e-16
10035.185 1.7173e-16
10036.372 1.5582e-16
10037.559 1.66438e-16
10038.746 1.61226e-16
10039.933 1.56981e-16
10041.12 1.551e-16
10042.307 1.52232e-16
10043.493 1.49822e-16
10044.68 1.45128e-16
10045.867 1.32508e-16
10047.054 1.24132e-16
10048.241 1.29202e-16
10049.427 1.15629e-16
10050.614 1.28453e-16
10051.801 1.18291e-16
10052.988 1.20969e-16
10054.174 1.4211e-16
10055.361 1.53833e-16
10056.547 1.60002e-16
10057.734 1.65779e-16
10058.921 1.71738e-16
10060.107 1.72977e-16
10061.294 1.69431e-16
10062.48 1.80061e-16
10063.667 1.73919e-16
10064.853 1.75473e-16
10066.04 1.73586e-16
10067.226 1.90544e-16
10068.413 1.84686e-16
10069.599 1.84007e-16
10070.785 1.85315e-16
10071.972 1.89071e-16
10073.158 1.83481e-16
10074.344 1.8267e-16
10075.531 1.84967e-16
10076.717 1.8334e-16
10077.903 1.88297e-16
10079.09 1.95469e-16
10080.276 1.80569e-16
10081.462 1.9595e-16
10082.648 1.8433e-16
10083.834 1.76845e-16
10085.02 1.82879e-16
10086.206 1.84507e-16
10087.393 1.78338e-16
10088.579 1.87322e-16
10089.765 1.80193e-16
10090.951 1.82506e-16
10092.137 1.77752e-16
10093.323 1.78998e-16
10094.509 1.74975e-16
10095.695 1.72287e-16
10096.88 1.76795e-16
10098.066 1.75679e-16
10099.252 1.63552e-16
10100.438 1.78366e-16
10101.624 1.76268e-16
10102.81 1.77827e-16
10103.996 1.83558e-16
10105.181 1.82451e-16
10106.367 1.75484e-16
10107.553 1.80061e-16
10108.738 1.88186e-16
10109.924 1.85426e-16
10111.11 1.79901e-16
10112.295 1.85463e-16
10113.481 1.77092e-16
10114.667 1.78315e-16
10115.852 1.82387e-16
10117.038 1.78194e-16
10118.223 1.70369e-16
10119.409 1.60155e-16
10120.594 1.69527e-16
10121.78 1.78851e-16
10122.965 1.71303e-16
10124.151 1.77593e-16
10125.336 1.78462e-16
10126.521 1.80466e-16
10127.707 1.78675e-16
10128.892 1.83178e-16
10130.077 1.77762e-16
10131.263 1.76937e-16
10132.448 1.72923e-16
10133.633 1.80443e-16
10134.818 1.83489e-16
10136.004 1.86604e-16
10137.189 1.86627e-16
10138.374 1.87984e-16
10139.559 1.78517e-16
10140.744 1.72853e-16
10141.929 1.80981e-16
10143.114 1.7199e-16
10144.299 1.77196e-16
10145.484 1.83795e-16
10146.669 1.62021e-16
10147.854 1.7086e-16
10149.039 1.63675e-16
10150.224 1.66976e-16
10151.409 1.61944e-16
10152.594 1.63923e-16
10153.779 1.66133e-16
10154.964 1.63929e-16
10156.149 1.63436e-16
10157.334 1.65108e-16
10158.518 1.53793e-16
10159.703 1.65143e-16
10160.888 1.65827e-16
10162.073 1.57779e-16
10163.257 1.67056e-16
10164.442 1.7159e-16
10165.627 1.76609e-16
10166.811 1.75379e-16
10167.996 1.76015e-16
10169.18 1.89732e-16
10170.365 1.75913e-16
10171.55 1.73941e-16
10172.734 1.76492e-16
10173.919 1.76013e-16
10175.103 1.85881e-16
10176.287 1.80174e-16
10177.472 1.76609e-16
10178.656 1.8067e-16
10179.841 1.72485e-16
10181.025 1.6334e-16
10182.209 1.69376e-16
10183.394 1.63838e-16
10184.578 1.69246e-16
10185.762 1.67825e-16
10186.947 1.75039e-16
10188.131 1.69375e-16
10189.315 1.80225e-16
10190.499 1.75178e-16
10191.683 1.80767e-16
10192.867 1.71518e-16
10194.052 1.81955e-16
10195.236 1.84671e-16
