Wav(Angstrom) "Flux density (a.d.u.)"
6576.2671 2.86884e-16
6577.4399 2.93574e-16
6578.6128 3.00029e-16
6579.7856 2.97551e-16
6580.9585 2.7749e-16
6582.1318 2.53197e-16
6583.3047 2.17099e-16
6584.478 1.92162e-16
6585.6509 1.69855e-16
6586.8242 1.37007e-16
6587.9976 1.29254e-16
6589.1709 1.18442e-16
6590.3442 1.12034e-16
6591.5171 1.09015e-16
6592.6904 1.05595e-16
6593.8638 1.07723e-16
6595.0371 9.69871e-17
6596.2109 9.11437e-17
6597.3843 8.99162e-17
6598.5576 9.11517e-17
6599.731 8.28806e-17
6600.9048 7.44205e-17
6602.0786 7.24446e-17
6603.252 7.71657e-17
6604.4258 7.79338e-17
6605.5991 7.34286e-17
6606.7729 7.3144e-17
6607.9468 7.24239e-17
6609.1206 7.90684e-17
6610.2944 8.14775e-17
6611.4683 7.2627e-17
6612.6421 8.23885e-17
6613.8159 7.67781e-17
6614.9897 7.21208e-17
6616.1641 8.56919e-17
6617.3379 8.04316e-17
6618.5117 7.39989e-17
6619.686 7.62153e-17
6620.8599 7.52192e-17
6622.0342 8.04642e-17
6623.2085 6.9153e-17
6624.3828 7.91763e-17
6625.5566 7.80993e-17
6626.731 7.30448e-17
6627.9053 7.21048e-17
6629.0796 7.31476e-17
6630.2539 7.36902e-17
6631.4282 6.93299e-17
6632.603 6.86017e-17
6633.7773 7.21947e-17
6634.9517 7.07652e-17
6636.126 7.48209e-17
6637.3008 7.19014e-17
6638.4756 7.15776e-17
6639.6499 7.36769e-17
6640.8247 7.1462e-17
6641.9995 7.40945e-17
6643.1738 7.1749e-17
6644.3486 8.01769e-17
6645.5234 7.53267e-17
6646.6982 7.21787e-17
6647.873 6.97732e-17
6649.0479 7.94604e-17
6650.2227 7.50929e-17
6651.3975 6.55542e-17
6652.5728 6.90437e-17
6653.7476 7.3701e-17
6654.9224 6.53617e-17
6656.0977 6.93685e-17
6657.2729 7.45191e-17
6658.4478 6.7971e-17
6659.623 6.6449e-17
6660.7983 6.21165e-17
6661.9736 6.97544e-17
6663.1484 6.01099e-17
6664.3237 5.98632e-17
6665.499 5.82268e-17
6666.6743 6.60952e-17
6667.8496 6.23168e-17
6669.0254 7.10915e-17
6670.2007 6.18146e-17
6671.376 7.28699e-17
6672.5518 6.7727e-17
6673.7271 6.57423e-17
6674.9028 6.89512e-17
6676.0781 6.81647e-17
6677.2539 6.56011e-17
6678.4292 7.32027e-17
6679.605 7.05614e-17
6680.7808 7.10937e-17
6681.9565 6.92845e-17
6683.1323 6.87683e-17
6684.3081 6.93022e-17
6685.4839 6.05543e-17
6686.6597 6.5657e-17
6687.8354 5.79716e-17
6689.0117 6.19967e-17
6690.1875 6.33775e-17
6691.3633 6.05659e-17
6692.5396 6.38292e-17
6693.7153 5.61153e-17
6694.8916 6.98044e-17
6696.0674 6.82807e-17
6697.2437 6.42241e-17
6698.4199 6.81104e-17
6699.5962 5.90482e-17
6700.7725 6.44926e-17
6701.9487 5.70255e-17
6703.125 7.06363e-17
6704.3013 6.41563e-17
6705.4775 6.31896e-17
6706.6538 6.86618e-17
6707.8301 6.62796e-17
6709.0068 5.75268e-17
6710.1831 7.06818e-17
6711.3599 6.1604e-17
6712.5361 6.5201e-17
6713.7129 6.52329e-17
6714.8892 6.25763e-17
6716.0659 6.64528e-17
6717.2427 7.56212e-17
6718.4194 7.25864e-17
6719.5962 6.00372e-17
6720.7725 6.26646e-17
6721.9497 5.93361e-17
6723.1265 5.93279e-17
6724.3032 6.57119e-17
6725.48 6.92897e-17
6726.6567 7.47558e-17
6727.834 7.37723e-17
6729.0107 7.42042e-17
6730.1875 6.39948e-17
6731.3647 6.30389e-17
6732.542 5.65683e-17
6733.7188 6.02317e-17
6734.896 6.05386e-17
6736.0732 6.32579e-17
6737.2505 6.3083e-17
6738.4277 7.07653e-17
6739.6045 6.60375e-17
6740.7817 7.73778e-17
6741.959 7.0213e-17
6743.1367 6.65981e-17
6744.314 7.44672e-17
6745.4912 6.57701e-17
6746.6685 6.49045e-17
6747.8462 5.92967e-17
6749.0234 6.16546e-17
6750.2012 6.31106e-17
6751.3784 6.32401e-17
6752.5562 6.10922e-17
6753.7339 5.67969e-17
6754.9111 6.27274e-17
6756.0889 6.86323e-17
6757.2666 6.16393e-17
6758.4443 6.66028e-17
6759.6221 6.52922e-17
6760.7998 6.38661e-17
6761.9775 6.21036e-17
6763.1553 6.68627e-17
6764.3335 6.89449e-17
6765.5112 6.77754e-17
6766.689 6.76164e-17
6767.8672 7.29695e-17
6769.0449 6.91466e-17
6770.2231 7.10321e-17
6771.4009 6.47517e-17
6772.5791 7.02716e-17
6773.7573 6.90981e-17
6774.9355 7.09507e-17
6776.1133 7.02609e-17
6777.2915 6.12203e-17
6778.4697 6.66221e-17
6779.6479 6.41202e-17
6780.8262 7.49002e-17
6782.0049 7.40965e-17
6783.1831 7.29588e-17
6784.3613 7.0483e-17
6785.54 6.31402e-17
6786.7183 7.19375e-17
6787.8965 7.26097e-17
6789.0752 6.46542e-17
6790.2534 6.32034e-17
6791.4321 6.87335e-17
6792.6108 6.76958e-17
6793.7891 6.81692e-17
6794.9678 6.34653e-17
6796.1465 6.18557e-17
6797.3252 6.76122e-17
6798.5039 6.5745e-17
6799.6826 6.77934e-17
6800.8613 7.28125e-17
6802.0405 7.22006e-17
6803.2192 6.74461e-17
6804.3979 7.34181e-17
6805.5767 7.22339e-17
6806.7559 7.18088e-17
6807.9346 6.83367e-17
6809.1138 6.78965e-17
6810.293 7.15453e-17
6811.4717 7.81105e-17
6812.6509 7.40763e-17
6813.8301 7.76152e-17
6815.0093 7.13761e-17
6816.188 8.2976e-17
6817.3672 7.39873e-17
6818.5464 6.93808e-17
6819.7261 7.15091e-17
6820.9053 6.95296e-17
6822.0845 6.11772e-17
6823.2637 7.36175e-17
6824.4429 6.79405e-17
6825.6226 6.52308e-17
6826.8018 7.07303e-17
6827.9814 7.66846e-17
6829.1606 7.16349e-17
6830.3403 7.97876e-17
6831.52 7.75009e-17
6832.6992 6.71729e-17
6833.8789 7.82919e-17
6835.0586 6.98511e-17
6836.2383 6.81482e-17
6837.418 7.31772e-17
6838.5977 7.40296e-17
6839.7773 7.41268e-17
6840.957 8.0055e-17
6842.1367 7.71415e-17
6843.3169 7.65659e-17
6844.4966 8.29926e-17
6845.6763 7.61248e-17
6846.8564 7.75646e-17
6848.0361 7.47058e-17
6849.2163 7.29973e-17
6850.396 7.75433e-17
6851.5762 7.86062e-17
6852.7563 7.53799e-17
6853.9365 7.35226e-17
6855.1167 7.6026e-17
6856.2964 7.59235e-17
6857.4766 6.85407e-17
6858.6572 7.4445e-17
6859.8374 7.00636e-17
6861.0176 7.06605e-17
6862.1978 7.30558e-17
6863.3779 7.395e-17
6864.5581 7.0045e-17
6865.7388 7.33224e-17
6866.9189 7.54111e-17
6868.0996 7.82376e-17
6869.2798 7.55967e-17
6870.4604 7.36297e-17
6871.6411 7.25755e-17
6872.8213 7.33973e-17
6874.002 7.46286e-17
6875.1826 7.90643e-17
6876.3633 7.96709e-17
6877.5439 8.0614e-17
6878.7246 7.94434e-17
6879.9053 7.87219e-17
6881.0859 8.09392e-17
6882.2666 8.538e-17
6883.4473 7.61126e-17
6884.6284 8.54962e-17
6885.8091 8.26737e-17
6886.9902 8.36498e-17
6888.1709 8.0207e-17
6889.3521 8.53446e-17
6890.5327 8.05373e-17
6891.7139 7.73101e-17
6892.895 7.28573e-17
6894.0757 7.79307e-17
6895.2568 8.31703e-17
6896.438 8.91179e-17
6897.6191 7.61063e-17
6898.8003 7.74118e-17
6899.9814 7.82873e-17
6901.1626 7.55744e-17
6902.3442 8.20777e-17
6903.5254 7.93946e-17
6904.7065 8.24421e-17
6905.8877 8.66056e-17
6907.0693 7.99927e-17
6908.2505 8.32676e-17
6909.4321 8.4301e-17
6910.6133 8.48368e-17
6911.7949 9.0297e-17
6912.9761 8.40895e-17
6914.1577 8.65811e-17
6915.3394 8.61189e-17
6916.521 9.64906e-17
6917.7026 1.00894e-16
6918.8843 9.0478e-17
6920.0659 8.88224e-17
6921.2476 8.49259e-17
6922.4292 9.09005e-17
6923.6108 8.36802e-17
6924.7925 8.05011e-17
6925.9746 7.80744e-17
6927.1562 8.61029e-17
6928.3384 8.12058e-17
6929.52 7.99352e-17
6930.7021 8.21534e-17
6931.8838 8.04142e-17
6933.0659 8.35689e-17
6934.2476 7.50283e-17
6935.4297 8.47162e-17
6936.6118 8.39247e-17
6937.7939 8.88066e-17
6938.9761 8.33134e-17
6940.1582 8.57351e-17
6941.3403 8.19953e-17
6942.5225 8.99015e-17
6943.7046 8.54246e-17
6944.8872 9.5297e-17
6946.0693 8.25371e-17
6947.2515 9.0916e-17
6948.4336 9.75096e-17
6949.6162 9.75248e-17
6950.7983 9.67112e-17
6951.981 8.9715e-17
6953.1631 9.19503e-17
6954.3457 8.68172e-17
6955.5283 9.10226e-17
6956.7109 9.46878e-17
6957.8931 9.28564e-17
6959.0757 9.87931e-17
6960.2583 9.28804e-17
6961.4409 8.48414e-17
6962.6235 8.9114e-17
6963.8066 9.04078e-17
6964.9893 9.69408e-17
6966.1719 8.62322e-17
6967.3545 9.3138e-17
6968.5371 9.96315e-17
6969.7202 1.03292e-16
6970.9028 1.00203e-16
6972.0859 9.14629e-17
6973.2686 1.01812e-16
6974.4517 9.50609e-17
6975.6343 9.60625e-17
6976.8174 9.92622e-17
6978.0005 9.71764e-17
6979.1836 9.65808e-17
6980.3667 9.90403e-17
6981.5498 1.02207e-16
6982.7329 1.02153e-16
6983.916 1.03271e-16
6985.0991 1.03529e-16
6986.2822 1.03801e-16
6987.4653 1.03491e-16
6988.6484 1.00415e-16
6989.832 9.78138e-17
6991.0151 1.03941e-16
6992.1987 9.4169e-17
6993.3818 1.01201e-16
6994.5654 9.98038e-17
6995.7485 9.57459e-17
6996.9321 9.93325e-17
6998.1157 1.00915e-16
6999.2988 1.03543e-16
7000.4824 9.42988e-17
7001.666 9.17038e-17
7002.8496 9.53121e-17
7004.0332 9.54439e-17
7005.2168 9.95557e-17
7006.4004 9.78019e-17
7007.584 9.82281e-17
7008.7676 9.97973e-17
7009.9512 9.64029e-17
7011.1353 1.01634e-16
7012.3188 1.01527e-16
7013.5029 9.86583e-17
7014.6865 1.0021e-16
7015.8701 1.01761e-16
7017.0542 1.01815e-16
7018.2383 1.04782e-16
7019.4219 1.00954e-16
7020.606 1.00195e-16
7021.79 1.08791e-16
7022.9741 1.07111e-16
7024.1582 1.02914e-16
7025.3418 1.04987e-16
7026.5259 9.81293e-17
7027.71 1.0404e-16
7028.8945 1.03552e-16
7030.0786 1.00908e-16
7031.2627 1.06985e-16
7032.4468 9.88091e-17
7033.6309 9.96312e-17
7034.8154 9.71177e-17
7035.9995 1.03073e-16
7037.1841 1.10324e-16
7038.3682 1.01258e-16
7039.5527 9.58988e-17
7040.7373 9.91433e-17
7041.9214 1.02189e-16
7043.106 9.93744e-17
7044.2905 1.02626e-16
7045.4751 1.04112e-16
7046.6597 1.02013e-16
7047.8442 9.86734e-17
7049.0288 1.02257e-16
7050.2134 9.91008e-17
7051.3979 9.86407e-17
7052.5825 1.02362e-16
7053.7671 1.07277e-16
7054.9517 9.92781e-17
7056.1367 9.38791e-17
7057.3213 9.61253e-17
7058.5059 8.66347e-17
7059.6909 8.93966e-17
7060.876 7.47461e-17
7062.0605 7.35228e-17
7063.2456 6.49715e-17
7064.4302 6.52955e-17
7065.6152 6.37071e-17
7066.8003 6.45937e-17
7067.9854 6.33266e-17
7069.1704 6.42443e-17
7070.3555 6.59993e-17
7071.5405 6.42712e-17
7072.7256 6.80788e-17
7073.9106 7.30852e-17
7075.0957 6.74017e-17
7076.2808 7.41011e-17
7077.4663 7.5561e-17
7078.6514 6.79278e-17
7079.8364 8.22437e-17
7081.022 7.75454e-17
7082.207 7.86776e-17
7083.3926 7.43849e-17
7084.5776 8.14369e-17
7085.7632 7.37048e-17
7086.9487 7.73698e-17
7088.1338 7.07241e-17
7089.3193 8.00524e-17
7090.5049 7.75417e-17
7091.6904 7.39428e-17
7092.876 6.24872e-17
7094.0615 6.72144e-17
7095.2471 6.35324e-17
7096.4326 6.46784e-17
7097.6182 6.54656e-17
7098.8037 6.19579e-17
7099.9893 5.49921e-17
7101.1753 6.43415e-17
7102.3608 6.25723e-17
7103.5469 6.50997e-17
7104.7324 6.65735e-17
7105.9185 6.25459e-17
7107.104 6.46687e-17
7108.29 6.5635e-17
7109.4756 6.33512e-17
7110.6616 6.72944e-17
7111.8477 6.96351e-17
7113.0337 6.27281e-17
7114.2197 7.13727e-17
7115.4053 7.14416e-17
7116.5918 7.02811e-17
7117.7778 7.02119e-17
7118.9639 6.96322e-17
7120.1499 7.66189e-17
7121.3359 7.08943e-17
7122.522 7.41144e-17
7123.708 7.39625e-17
7124.8945 7.6959e-17
7126.0806 7.35545e-17
7127.2671 7.04765e-17
7128.4531 7.41402e-17
7129.6392 7.53983e-17
7130.8257 6.8838e-17
7132.0122 7.11031e-17
7133.1987 6.60615e-17
7134.3848 6.10711e-17
7135.5713 6.11309e-17
7136.7578 5.77898e-17
7137.9443 5.8838e-17
7139.1309 6.53983e-17
7140.3174 5.82308e-17
7141.5039 6.19431e-17
7142.6904 5.75403e-17
7143.877 6.43065e-17
7145.0635 6.30794e-17
7146.25 6.20059e-17
7147.437 6.51225e-17
7148.6235 6.27125e-17
7149.8101 7.06972e-17
7150.9971 6.96756e-17
7152.1836 6.44213e-17
7153.3706 6.6536e-17
7154.5571 7.17578e-17
7155.7441 6.72942e-17
7156.9307 7.16669e-17
7158.1177 7.08178e-17
7159.3047 7.09792e-17
7160.4917 7.27617e-17
7161.6787 7.04109e-17
7162.8657 7.33222e-17
7164.0527 7.20741e-17
7165.2397 7.21832e-17
7166.4268 7.15891e-17
7167.6138 7.11861e-17
7168.8008 7.44473e-17
7169.9878 6.8487e-17
7171.1753 7.76201e-17
7172.3623 7.49179e-17
7173.5493 7.81011e-17
7174.7368 7.37639e-17
7175.9238 7.36901e-17
7177.1113 7.42594e-17
7178.2983 7.99521e-17
7179.4858 7.70619e-17
7180.6733 7.88076e-17
7181.8604 7.81878e-17
7183.0479 8.03424e-17
7184.2354 7.252e-17
7185.4229 6.99848e-17
7186.6104 7.76623e-17
7187.7979 8.22106e-17
7188.9854 8.1179e-17
7190.1729 8.28141e-17
7191.3604 7.88605e-17
7192.5479 8.06463e-17
7193.7354 8.14525e-17
7194.9229 8.47495e-17
7196.1108 7.88111e-17
7197.2983 8.46402e-17
7198.4863 7.31324e-17
7199.6738 8.33212e-17
7200.8613 7.75263e-17
7202.0493 7.99934e-17
7203.2373 7.68922e-17
7204.4248 7.68086e-17
7205.6128 7.7661e-17
7206.8008 7.95879e-17
7207.9883 7.84076e-17
7209.1763 7.18486e-17
7210.3643 7.41872e-17
7211.5522 7.82572e-17
7212.7402 7.45251e-17
7213.9282 7.67219e-17
7215.1162 7.56496e-17
7216.3042 7.27704e-17
7217.4922 7.40886e-17
7218.6807 7.35497e-17
7219.8687 7.86654e-17
7221.0566 7.66522e-17
7222.2451 7.83692e-17
7223.4331 8.13966e-17
7224.6211 8.46333e-17
7225.8096 8.49427e-17
7226.9976 8.31795e-17
7228.186 8.15051e-17
7229.3745 8.03662e-17
7230.5625 8.59628e-17
7231.751 8.73208e-17
7232.9395 8.82274e-17
7234.1279 8.88429e-17
7235.3164 8.53681e-17
7236.5044 8.64014e-17
7237.6929 8.47062e-17
7238.8818 9.12304e-17
7240.0703 9.07009e-17
7241.2588 8.86181e-17
7242.4473 9.08058e-17
7243.6357 8.68256e-17
7244.8242 9.54844e-17
7246.0132 9.27047e-17
7247.2017 9.14063e-17
7248.3901 9.0491e-17
7249.5791 8.70422e-17
7250.7676 8.74226e-17
7251.9565 9.04579e-17
7253.145 8.71829e-17
7254.334 7.92898e-17
7255.5229 8.77218e-17
7256.7114 9.03874e-17
7257.9004 9.28868e-17
7259.0894 9.10163e-17
7260.2783 9.15488e-17
7261.4673 8.938e-17
7262.6562 9.60905e-17
7263.8452 9.98184e-17
7265.0342 9.8449e-17
7266.2231 1.07145e-16
7267.4121 1.0302e-16
7268.6011 9.97671e-17
7269.79 9.67353e-17
7270.9795 1.01832e-16
7272.1685 1.05623e-16
7273.3574 9.5892e-17
7274.5469 1.00603e-16
7275.7358 9.81608e-17
7276.9253 9.84257e-17
7278.1143 1.0363e-16
7279.3037 9.58554e-17
7280.4932 1.06552e-16
7281.6821 9.21645e-17
7282.8716 1.05867e-16
7284.061 9.46988e-17
7285.2505 1.03428e-16
7286.4399 1.03306e-16
7287.6289 1.01041e-16
7288.8184 9.94375e-17
7290.0078 1.0396e-16
7291.1973 1.04269e-16
7292.3872 1.04272e-16
7293.5767 1.0302e-16
7294.7661 9.69553e-17
7295.9556 1.03628e-16
7297.145 1.08935e-16
7298.335 1.02322e-16
7299.5244 1.01693e-16
7300.7139 1.12037e-16
7301.9038 1.06281e-16
7303.0933 1.16668e-16
7304.2832 1.14095e-16
7305.4731 1.19583e-16
7306.6626 1.26151e-16
7307.8525 1.24725e-16
7309.0425 1.19686e-16
7310.2324 1.19829e-16
7311.4219 1.12769e-16
7312.6118 1.10162e-16
7313.8018 1.14158e-16
7314.9917 1.12399e-16
7316.1816 1.2237e-16
7317.3716 1.15409e-16
7318.5615 1.17068e-16
7319.7515 1.23454e-16
7320.9414 1.18926e-16
7322.1318 1.16896e-16
7323.3218 1.21137e-16
7324.5117 1.24212e-16
7325.7021 1.19652e-16
7326.8921 1.25459e-16
7328.082 1.20372e-16
7329.2725 1.23966e-16
7330.4624 1.19706e-16
7331.6528 1.23979e-16
7332.8433 1.20442e-16
7334.0332 1.22811e-16
7335.2236 1.2161e-16
7336.4141 1.34491e-16
7337.6045 1.2755e-16
7338.7944 1.31876e-16
7339.9849 1.35043e-16
7341.1753 1.31487e-16
7342.3657 1.29575e-16
7343.5562 1.36732e-16
7344.7466 1.28735e-16
7345.937 1.2446e-16
7347.1279 1.32151e-16
7348.3184 1.22338e-16
7349.5088 1.12499e-16
7350.6992 1.21828e-16
7351.8901 1.13331e-16
7353.0806 1.09382e-16
7354.271 1.10365e-16
7355.4619 1.14976e-16
7356.6523 1.10203e-16
7357.8433 1.17881e-16
7359.0337 1.18625e-16
7360.2246 1.2021e-16
7361.4155 1.23627e-16
7362.606 1.19112e-16
7363.7969 1.16153e-16
7364.9878 1.16913e-16
7366.1787 1.13056e-16
7367.3696 1.07138e-16
7368.5601 1.11488e-16
7369.751 1.13568e-16
7370.9419 1.23086e-16
7372.1333 1.19831e-16
7373.3242 1.21157e-16
7374.5151 1.21801e-16
7375.7061 1.20375e-16
7376.897 1.20804e-16
7378.0879 1.333e-16
7379.2793 1.2841e-16
7380.4702 1.23541e-16
7381.6616 1.28842e-16
7382.8525 1.261e-16
7384.0435 1.29223e-16
7385.2349 1.27061e-16
7386.4258 1.29533e-16
7387.6172 1.30439e-16
7388.8086 1.38552e-16
7389.9995 1.2805e-16
7391.1909 1.27926e-16
7392.3823 1.29022e-16
7393.5737 1.31309e-16
7394.7651 1.32364e-16
7395.9565 1.32334e-16
7397.1475 1.30774e-16
7398.3389 1.21162e-16
7399.5303 1.23591e-16
7400.7217 1.31e-16
7401.9136 1.28385e-16
7403.105 1.3208e-16
7404.2964 1.32386e-16
7405.4878 1.24457e-16
7406.6792 1.30557e-16
7407.8711 1.32529e-16
7409.0625 1.32075e-16
7410.2544 1.2488e-16
7411.4458 1.28374e-16
7412.6372 1.29683e-16
7413.8291 1.20885e-16
7415.021 1.27083e-16
7416.2124 1.30201e-16
7417.4043 1.32923e-16
7418.5957 1.31377e-16
7419.7876 1.26274e-16
7420.9795 1.30649e-16
7422.1714 1.21688e-16
7423.3633 1.22496e-16
7424.5547 1.16927e-16
7425.7466 1.22589e-16
7426.9385 1.21969e-16
7428.1304 1.19417e-16
7429.3223 1.25967e-16
7430.5142 1.32404e-16
7431.7065 1.31403e-16
7432.8984 1.31916e-16
7434.0903 1.33409e-16
7435.2822 1.30172e-16
7436.4746 1.26219e-16
7437.6665 1.34948e-16
7438.8584 1.24028e-16
7440.0508 1.24061e-16
7441.2427 1.22609e-16
7442.4351 1.26077e-16
7443.627 1.24029e-16
7444.8193 1.24713e-16
7446.0117 1.25595e-16
7447.2036 1.26879e-16
7448.396 1.23013e-16
7449.5884 1.22081e-16
7450.7803 1.23909e-16
7451.9727 1.23569e-16
7453.165 1.24303e-16
7454.3574 1.29993e-16
7455.5498 1.29683e-16
7456.7422 1.23302e-16
7457.9346 1.32221e-16
7459.127 1.25737e-16
7460.3193 1.23561e-16
7461.5117 1.27356e-16
7462.7041 1.25942e-16
7463.897 1.27836e-16
7465.0894 1.30001e-16
7466.2817 1.30944e-16
7467.4746 1.30705e-16
7468.667 1.2889e-16
7469.8594 1.28896e-16
7471.0522 1.24641e-16
7472.2446 1.20222e-16
7473.4375 1.24297e-16
7474.6299 1.23783e-16
7475.8228 1.23622e-16
7477.0156 1.29092e-16
7478.208 1.29364e-16
7479.4009 1.35158e-16
7480.5938 1.36659e-16
7481.7866 1.33291e-16
7482.979 1.26974e-16
7484.1719 1.32221e-16
7485.3647 1.29472e-16
7486.5576 1.33668e-16
7487.7505 1.26346e-16
7488.9434 1.30346e-16
7490.1362 1.26928e-16
7491.3296 1.2867e-16
7492.5225 1.25911e-16
7493.7153 1.26281e-16
7494.9082 1.31259e-16
7496.1011 1.28131e-16
7497.2944 1.30099e-16
7498.4873 1.28548e-16
7499.6802 1.31132e-16
7500.8735 1.25482e-16
7502.0664 1.2998e-16
7503.2598 1.23211e-16
7504.4526 1.27181e-16
7505.646 1.27466e-16
7506.8389 1.24552e-16
7508.0322 1.33955e-16
7509.2256 1.3445e-16
7510.4189 1.38056e-16
7511.6118 1.37643e-16
7512.8052 1.33899e-16
7513.9985 1.35751e-16
7515.1919 1.36214e-16
7516.3853 1.34265e-16
7517.5786 1.32246e-16
7518.772 1.30253e-16
7519.9653 1.31203e-16
7521.1587 1.22585e-16
7522.3521 1.25068e-16
7523.5454 1.28495e-16
7524.7388 1.32918e-16
7525.9326 1.2989e-16
7527.126 1.35951e-16
7528.3193 1.45634e-16
7529.5127 1.42466e-16
7530.7065 1.40389e-16
7531.8999 1.40199e-16
7533.0938 1.39782e-16
7534.2871 1.47494e-16
7535.481 1.37116e-16
7536.6743 1.37548e-16
7537.8682 1.34625e-16
7539.062 1.31098e-16
7540.2554 1.33555e-16
7541.4492 1.33682e-16
7542.6431 1.30143e-16
7543.8364 1.35662e-16
7545.0303 1.34433e-16
7546.2241 1.3959e-16
7547.418 1.4488e-16
7548.6118 1.45929e-16
7549.8057 1.39947e-16
7550.9995 1.39561e-16
7552.1934 1.39673e-16
7553.3872 1.38675e-16
7554.5811 1.3682e-16
7555.7749 1.4482e-16
7556.9688 1.34581e-16
7558.1631 1.45747e-16
7559.3569 1.40908e-16
7560.5508 1.41395e-16
7561.7451 1.39881e-16
7562.939 1.43907e-16
7564.1328 1.39127e-16
7565.3271 1.44634e-16
7566.521 1.37479e-16
7567.7153 1.40109e-16
7568.9092 1.38354e-16
7570.1035 1.42602e-16
7571.2974 1.44095e-16
7572.4917 1.38105e-16
7573.686 1.38146e-16
7574.8799 1.33481e-16
7576.0742 1.29559e-16
7577.2686 1.25808e-16
7578.4629 1.33531e-16
7579.6572 1.31123e-16
7580.8511 1.29434e-16
7582.0459 1.38699e-16
7583.2402 1.33818e-16
7584.4341 1.37243e-16
7585.6289 1.43812e-16
7586.8232 1.30687e-16
7588.0176 1.37161e-16
7589.2119 1.30779e-16
7590.4062 1.30875e-16
7591.6006 1.33113e-16
7592.7954 1.30195e-16
7593.9897 1.18404e-16
7595.1841 1.21891e-16
7596.3784 1.12041e-16
7597.5732 1.10125e-16
7598.7676 1.05458e-16
7599.9624 1.02497e-16
7601.1567 9.83096e-17
7602.3516 9.97526e-17
7603.5459 1.03305e-16
7604.7407 1.16677e-16
7605.9351 9.86495e-17
7607.1299 9.56795e-17
7608.3247 1.14487e-16
7609.5195 1.11476e-16
7610.7139 1.02177e-16
7611.9087 1.08415e-16
7613.1035 1.07482e-16
7614.2983 1.07033e-16
7615.4932 1.06627e-16
7616.688 1.12837e-16
7617.8828 1.06705e-16
7619.0776 1.12711e-16
7620.2725 1.09617e-16
7621.4673 1.18016e-16
7622.6621 1.12287e-16
7623.8569 1.21912e-16
7625.0518 1.07498e-16
7626.2471 1.09063e-16
7627.4419 1.15257e-16
7628.6367 1.0672e-16
7629.832 1.07679e-16
7631.0269 1.09137e-16
7632.2217 1.10671e-16
7633.417 1.08001e-16
7634.6118 1.01226e-16
7635.8071 1.05413e-16
7637.002 9.02079e-17
7638.1973 9.06138e-17
7639.3921 8.89055e-17
7640.5874 9.614e-17
7641.7822 9.53987e-17
7642.9775 9.38384e-17
7644.1729 1.01146e-16
7645.3682 9.62372e-17
7646.563 9.9719e-17
7647.7583 9.79651e-17
7648.9536 1.04652e-16
7650.1489 1.0512e-16
7651.3442 1.04215e-16
7652.5396 1.10933e-16
7653.7349 1.13394e-16
7654.9302 1.14776e-16
7656.1255 1.0521e-16
7657.3208 1.07839e-16
7658.5161 1.05616e-16
7659.7114 1.08664e-16
7660.9067 1.149e-16
7662.1025 1.11771e-16
7663.2979 1.11208e-16
7664.4932 1.1058e-16
7665.6885 1.06009e-16
7666.8843 9.99956e-17
7668.0796 9.9232e-17
7669.2754 8.86203e-17
7670.4707 8.21438e-17
7671.666 8.33028e-17
7672.8618 7.8612e-17
7674.0576 6.9463e-17
7675.2529 7.66939e-17
7676.4487 8.19264e-17
7677.644 8.53727e-17
7678.8398 9.83916e-17
7680.0356 1.05753e-16
7681.231 1.02217e-16
7682.4268 1.13444e-16
7683.6226 1.07321e-16
7684.8184 1.07438e-16
7686.0142 1.07015e-16
7687.2095 1.0353e-16
7688.4053 1.05549e-16
7689.6011 1.01814e-16
7690.7969 9.52701e-17
7691.9927 1.04554e-16
7693.1885 1.02696e-16
7694.3843 1.06265e-16
7695.5801 1.01122e-16
7696.7764 1.02462e-16
7697.9722 9.88667e-17
7699.168 1.02865e-16
7700.3638 1.01245e-16
7701.5596 9.84321e-17
7702.7559 9.50297e-17
7703.9517 8.71653e-17
7705.1475 8.86007e-17
7706.3438 8.57669e-17
7707.5396 7.64658e-17
7708.7358 8.00301e-17
7709.9316 8.92124e-17
7711.1279 8.4256e-17
7712.3237 1.01894e-16
7713.52 1.08447e-16
7714.7158 1.10434e-16
7715.9121 1.08811e-16
7717.1084 1.18878e-16
7718.3042 1.15093e-16
7719.5005 1.10052e-16
7720.6968 1.13563e-16
7721.8931 1.04137e-16
7723.0889 1.0132e-16
7724.2852 9.78374e-17
7725.4814 1.00212e-16
7726.6777 1.12369e-16
7727.874 1.06369e-16
7729.0703 1.08946e-16
7730.2666 1.09156e-16
7731.4629 1.14473e-16
7732.6592 1.14063e-16
7733.8555 1.17674e-16
7735.0518 1.09374e-16
7736.2485 1.08594e-16
7737.4448 1.10783e-16
7738.6411 1.09289e-16
7739.8374 1.13192e-16
7741.0337 1.1393e-16
7742.2305 1.15549e-16
7743.4268 1.07349e-16
7744.623 1.13035e-16
7745.8198 1.09468e-16
7747.0161 1.14149e-16
7748.2129 1.15958e-16
7749.4092 1.11178e-16
7750.6055 1.1082e-16
7751.8022 1.05474e-16
7752.999 9.93342e-17
7754.1953 9.82737e-17
7755.3921 1.03366e-16
7756.5884 9.54819e-17
7757.7852 9.79127e-17
7758.9819 9.95441e-17
7760.1787 9.64949e-17
7761.375 9.9667e-17
7762.5718 9.84817e-17
7763.7686 1.00034e-16
7764.9653 9.94204e-17
7766.1621 1.03528e-16
7767.3589 1.01601e-16
