MJD,mag,magunc,filter
60980.5834,15.1468,0.0225,GIT-g'
60980.5877,14.7037,0.0529,GIT-i'
60980.5968,14.5771,0.0328,GIT-z'
60981.1588,15.1865,0.0200,ZTF-g
60981.1588,15.1865,0.0200,ZTF-g
60981.1592,15.1942,0.0230,ZTF-g
60981.1592,15.1942,0.0230,ZTF-g
60981.5784,14.7986,0.0356,GIT-r'
60981.5827,15.1395,0.0295,GIT-g'
60981.5870,14.6403,0.0738,GIT-i'
60981.5961,14.5191,0.0122,GIT-z'
60982.1357,14.5765,0.2361,WINTER-J
60982.1637,14.5585,0.1557,WINTER-Hs
60982.1830,16.4439,0.0606,SEDM-u
60982.1925,14.6287,0.0233,SEDM-i
60982.2190,15.1115,0.0189,ZTF-g
60982.2190,15.1115,0.0189,ZTF-g
60982.4158,14.8301,0.0193,ZTF-r
60982.4158,14.8301,0.0193,ZTF-r
60982.5522,14.6232,0.0240,GIT-i'
60982.5566,15.1400,0.0310,GIT-g'
60982.5609,14.4630,0.0360,GIT-z'
60982.5696,14.7893,0.0405,GIT-r'
60982.7536,18.5877,0.1072,UVOT-UVW1
60982.7536,18.5257,0.0966,UVOT-UVW1
60982.7536,18.5877,0.1072,UVOT-UVW1
60982.7584,19.7363,0.1292,UVOT-UVW2
60982.7584,19.6956,0.1130,UVOT-UVW2
60982.7584,19.7363,0.1292,UVOT-UVW2
60982.7629,19.3847,0.1311,UVOT-UVM2
60982.7629,19.3109,0.1184,UVOT-UVM2
60982.7629,19.3847,0.1311,UVOT-UVM2
60983.1480,14.5467,0.0221,SEDM-i
60983.1563,14.3241,0.1091,WINTER-J
60983.1814,14.4158,0.1894,WINTER-Hs
60983.2283,14.7222,0.0251,ZTF-r
60983.2283,14.7222,0.0251,ZTF-r
60984.0952,14.3032,0.0941,WINTER-J
60984.1201,14.3940,0.1548,WINTER-Hs
60984.2202,15.1182,0.0311,ZTF-g
60984.2202,15.1182,0.0311,ZTF-g
60984.2388,15.1134,0.0236,ZTF-g
60984.2388,15.1134,0.0236,ZTF-g
60984.3098,14.4562,0.0121,SEDM-i
60984.5933,14.7110,0.0843,GIT-r'
60984.5976,14.5829,0.0822,GIT-i'
60984.7753,15.0657,0.0572,GIT-g'
60985.1210,15.1330,0.0163,ZTF-g
60985.1210,15.1330,0.0163,ZTF-g
60985.1869,14.2966,0.0808,WINTER-J
60985.2028,14.4379,0.0956,WINTER-Hs
60985.2704,15.1189,0.0285,ZTF-g
60985.2704,15.1189,0.0285,ZTF-g
60985.2709,15.1400,0.0233,ZTF-g
60985.2709,15.1400,0.0233,ZTF-g
60986.0839,16.5391,0.0410,SEDM-u
60986.0934,14.4132,0.0106,SEDM-i
60986.1633,14.1240,0.0884,WINTER-J
60986.1886,14.3030,0.1191,WINTER-Hs
60986.1961,15.0995,0.0291,ZTF-g
60986.1961,15.0995,0.0291,ZTF-g
60986.2340,18.5774,0.1507,UVOT-UVW1
60986.2358,19.6423,0.1918,UVOT-UVW2
60986.2379,19.5156,0.1738,UVOT-UVM2
60986.3384,14.6243,0.0229,ZTF-r
60986.3384,14.6243,0.0229,ZTF-r
60986.5306,14.6545,0.0630,GIT-r'
60986.5349,15.0966,0.0656,GIT-g'
60986.5392,14.4906,0.0431,GIT-i'
60986.5479,14.2552,0.0707,GIT-z'
60987.0443,18.5091,0.0641,UVOT-UVW1
60987.0462,19.8501,0.0884,UVOT-UVW2
60987.0483,19.9705,0.0921,UVOT-UVM2
60987.0625,14.3082,0.0792,WINTER-J
60987.0876,14.2628,0.1452,WINTER-Hs
60987.5303,14.6502,0.0409,GIT-r'
60987.5389,15.1547,0.0490,GIT-g'
60987.5432,14.4596,0.0365,GIT-i'
60987.5475,14.3134,0.0644,GIT-z'
60988.0621,14.1833,0.0602,WINTER-J
60988.0871,14.2071,0.1546,WINTER-Hs
60988.1822,15.1144,0.0204,ZTF-g
60988.1822,15.1144,0.0204,ZTF-g
60988.3028,14.6459,0.0222,ZTF-r
60988.3028,14.6459,0.0222,ZTF-r
60988.3308,15.1397,0.0215,ZTF-g
60988.3308,15.1397,0.0215,ZTF-g
60988.3312,15.1470,0.0192,ZTF-g
60988.3312,15.1470,0.0192,ZTF-g
60988.5292,14.6531,0.0440,GIT-r'
60988.5377,15.1261,0.0407,GIT-g'
60988.5420,14.4401,0.0517,GIT-i'
60988.5463,14.3480,0.0678,GIT-z'
60989.2038,13.7331,0.0117,WINTER-Hs
60989.2515,18.8296,0.0897,UVOT-UVW1
60989.2515,18.7684,0.0780,UVOT-UVW1
60989.2541,20.0969,0.1342,UVOT-UVW2
60989.2541,20.0641,0.1216,UVOT-UVW2
60989.3030,15.1686,0.0211,ZTF-g
60989.3030,15.1686,0.0211,ZTF-g
60989.3034,15.1714,0.0185,ZTF-g
60989.3034,15.1714,0.0185,ZTF-g
60989.3516,20.5354,0.1682,UVOT-UVM2
60989.3516,20.5727,0.1680,UVOT-UVM2
60989.6949,15.1431,0.0499,GIT-g'
60989.6993,14.6525,0.0558,GIT-r'
60989.7037,14.4362,0.0687,GIT-i'
60990.0890,18.9439,0.1175,UVOT-UVW1
60990.0890,18.9220,0.1112,UVOT-UVW1
60990.0912,20.3722,0.1751,UVOT-UVW2
60990.0912,20.4951,0.1904,UVOT-UVW2
60990.0935,20.6138,0.1962,UVOT-UVM2
60990.0935,20.6525,0.2093,UVOT-UVM2
60990.1223,16.7428,0.0417,SEDM-u
60990.1318,14.3368,0.0115,SEDM-i
60990.2015,15.1627,0.0262,ZTF-g
60990.2015,15.1627,0.0262,ZTF-g
60990.2534,14.7322,0.0276,ZTF-r
60990.2534,14.7322,0.0276,ZTF-r
60991.1704,14.1389,0.0074,WINTER-J
60992.2023,14.5713,0.0487,ZTF-r
60992.2023,14.5713,0.0487,ZTF-r
60992.2291,15.1967,0.0495,ZTF-g
60992.3775,14.3241,0.0111,SEDM-i
60992.5033,20.2855,0.1483,UVOT-UVW2
60992.5033,20.2259,0.1426,UVOT-UVW2
60992.5107,20.7354,0.1751,UVOT-UVM2
60992.5107,20.6267,0.1575,UVOT-UVM2
60992.5461,14.6245,0.0431,GIT-r'
60992.5505,15.1963,0.0392,GIT-g'
60992.5592,14.4010,0.0691,GIT-i'
60992.6986,19.1359,0.1013,UVOT-UVW1
60992.6986,19.0618,0.0942,UVOT-UVW1
60993.5395,14.1930,0.0540,GIT-z'
60993.5439,14.6445,0.0636,GIT-r'
60993.5482,15.2526,0.0619,GIT-g'
60993.5568,14.3688,0.0430,GIT-i'
60993.9246,19.1390,0.0931,UVOT-UVW1
60993.9296,21.2506,0.1836,UVOT-UVM2
60994.5466,14.6624,0.0552,GIT-r'
60994.5509,15.2000,0.0369,GIT-g'
60994.5595,14.3906,0.0591,GIT-i'
60995.5385,14.1807,0.0515,GIT-z'
60995.5428,14.5893,0.0449,GIT-r'
60995.7822,14.3104,0.0738,GIT-i'
60996.5956,14.2233,0.0691,GIT-z'
60996.6000,14.5868,0.0361,GIT-r'
60996.6044,15.2999,0.0409,GIT-g'
60996.6131,14.3305,0.0564,GIT-i'
60998.5756,14.1104,0.0480,GIT-z'
60998.5843,15.3021,0.0345,GIT-g'
60998.5886,14.5641,0.0281,GIT-r'
60998.5929,14.2609,0.0798,GIT-i'
60999.5241,14.1204,0.1229,GIT-z'
60999.5329,15.3353,0.0436,GIT-g'
60999.5372,14.6272,0.0568,GIT-r'
60999.5415,14.2833,0.0311,GIT-i'
61000.5628,14.1390,0.0450,GIT-z'
61000.5671,14.6452,0.0567,GIT-r'
61000.5759,14.2886,0.0396,GIT-i'
61000.5802,15.4086,0.0656,GIT-g'
61001.6224,14.5527,0.0810,GIT-r'
61001.7432,14.0728,0.0721,GIT-z'
61001.7475,14.5605,0.0560,GIT-r'
61001.7562,14.2589,0.0430,GIT-i'
61001.7605,15.3678,0.0521,GIT-g'
61002.8340,14.1472,0.0480,GIT-z'
61002.8383,14.5511,0.0294,GIT-r'
61003.7159,14.1040,0.1160,GIT-z'
61003.7202,14.5279,0.0733,GIT-r'
61003.7289,14.2395,0.0382,GIT-i'
61003.7332,15.3965,0.0621,GIT-g'
61004.1805,15.4038,0.0288,ZTF-g
61004.1805,15.4038,0.0288,ZTF-g
61004.2144,14.5797,0.0284,ZTF-r
61004.2144,14.5797,0.0284,ZTF-r
61006.1742,14.4739,0.0159,ZTF-r
61006.1742,14.4739,0.0159,ZTF-r
61006.2388,14.4688,0.0323,ZTF-r
61006.2388,14.4688,0.0323,ZTF-r
61006.2392,14.4895,0.0226,ZTF-r
61006.2392,14.4895,0.0226,ZTF-r
61006.2623,15.4033,0.0235,ZTF-g
61006.2623,15.4033,0.0235,ZTF-g
61006.3713,14.4487,0.0192,ZTF-r
61006.3713,14.4487,0.0192,ZTF-r
61006.7962,14.1024,0.0504,GIT-z'
61007.2219,14.4689,0.0296,ZTF-r
61007.2219,14.4689,0.0296,ZTF-r
61007.2223,14.4598,0.0344,ZTF-r
61008.0782,17.6566,0.0292,SEDM-u
61008.0877,14.1571,0.0116,SEDM-i
61008.0924,14.5668,0.0250,ZTF-r
61008.0924,14.5668,0.0250,ZTF-r
61008.1992,15.4721,0.0361,ZTF-g
61008.1992,15.4721,0.0361,ZTF-g
61008.6525,15.4666,0.0349,GIT-g'
61008.6832,14.2342,0.0713,GIT-i'
61010.0990,14.5398,0.0302,ZTF-r
61010.0990,14.5398,0.0302,ZTF-r
61010.2086,15.4656,0.0328,ZTF-g
61010.2086,15.4656,0.0328,ZTF-g
61010.7912,15.4572,0.0328,GIT-g'
61010.7955,14.1859,0.0441,GIT-i'
61010.7998,14.5546,0.0650,GIT-r'
61010.8085,14.0452,0.0940,GIT-z'
61011.8061,15.3673,0.0722,GIT-g'
61011.8147,14.5643,0.0758,GIT-r'
61012.0796,13.7520,0.0502,WINTER-J
61012.1045,13.7587,0.0894,WINTER-Hs
61013.1542,14.4162,0.0233,ZTF-r
61013.1542,14.4162,0.0233,ZTF-r
61013.1640,13.7767,0.0906,WINTER-Hs
61013.2458,15.5775,0.0216,ZTF-g
61013.2458,15.5775,0.0216,ZTF-g
61014.7266,15.5426,0.0517,GIT-g'
61014.7309,14.1690,0.0602,GIT-i'
61014.7352,14.5457,0.0443,GIT-r'
61015.1448,14.4520,0.0247,ZTF-r
61015.1448,14.4520,0.0247,ZTF-r
61015.1997,15.5516,0.0272,ZTF-g
61015.1997,15.5516,0.0272,ZTF-g
61016.0813,13.6646,0.0537,WINTER-J
61016.1066,13.7342,0.0655,WINTER-Hs
61016.7779,15.5513,0.0566,GIT-g'
61016.7822,14.1418,0.0793,GIT-i'
61016.7865,14.5485,0.0603,GIT-r'
61017.0684,13.6274,0.0835,WINTER-J
61017.0931,13.7318,0.0658,WINTER-Hs
61017.1179,15.5966,0.0396,ZTF-g
61017.1739,14.5761,0.0298,ZTF-r
61017.1739,14.5761,0.0298,ZTF-r
61018.0786,17.9872,0.0545,SEDM-u
61018.0881,14.0196,0.0103,SEDM-i
61018.0921,13.5513,0.0688,WINTER-J
61018.7155,13.8337,0.1414,GIT-z'
61018.7199,14.0917,0.0519,GIT-i'
61019.2541,13.5084,0.0788,WINTER-J
61020.1703,15.6145,0.0296,ZTF-g
61020.1703,15.6145,0.0296,ZTF-g
61020.2165,14.5701,0.0211,ZTF-r
61020.2165,14.5701,0.0211,ZTF-r
61021.2190,13.5539,0.0580,WINTER-J
61021.2442,13.6246,0.0658,WINTER-Hs
61022.1183,14.4758,0.0306,ZTF-r
61022.1183,14.4758,0.0306,ZTF-r
61022.1516,15.6120,0.0398,ZTF-g
61022.1516,15.6120,0.0398,ZTF-g
61023.0695,13.5445,0.0515,WINTER-J
61023.0948,13.6147,0.0702,WINTER-Hs
61023.6353,15.6098,0.0567,GIT-g'
61024.1140,15.7047,0.0373,ZTF-g
61024.1140,15.7047,0.0373,ZTF-g
61024.1593,14.4974,0.0227,ZTF-r
61024.1593,14.4974,0.0227,ZTF-r
61024.2017,13.5722,0.0367,WINTER-J
61024.2265,13.6246,0.0536,WINTER-Hs
61024.6804,13.8496,0.1115,GIT-z'
61024.6850,14.0466,0.0495,GIT-i'
61024.7132,14.4832,0.0902,GIT-r'
61024.7178,15.5795,0.0504,GIT-g'
61025.6164,15.5603,0.0385,GIT-g'
61025.6254,14.4482,0.0479,GIT-r'
61025.6298,14.0423,0.0677,GIT-i'
61026.1001,13.3796,0.0086,WINTER-Hs
61026.1171,14.4582,0.0393,ZTF-r
61026.1171,14.4582,0.0393,ZTF-r
61026.1660,15.6422,0.0415,ZTF-g
61026.1660,15.6422,0.0415,ZTF-g
61027.2709,13.4654,0.0505,WINTER-J
61027.2956,13.5616,0.0618,WINTER-Hs
61028.1788,15.7386,0.0315,ZTF-g
61028.1788,15.7386,0.0315,ZTF-g
61028.2361,14.5297,0.0292,ZTF-r
61028.2361,14.5297,0.0292,ZTF-r
61028.6730,14.4651,0.0439,GIT-r'
61028.6818,15.6329,0.0442,GIT-g'
61028.6862,14.0989,0.0561,GIT-i'
61028.6908,13.8504,0.1262,GIT-z'
61029.1425,13.5061,0.0392,WINTER-J
61029.1674,13.5966,0.0670,WINTER-Hs
61030.1644,14.5414,0.0316,ZTF-r
61030.1644,14.5414,0.0316,ZTF-r
61030.1996,15.7814,0.0308,ZTF-g
61030.1996,15.7814,0.0308,ZTF-g
61031.8980,14.9611,0.0464,SPHEREx-W2
61032.5603,13.9647,0.0638,GIT-i'
61032.6182,14.4563,0.0659,GIT-r'
61032.6226,15.6318,0.0599,GIT-g'
61035.6292,15.6901,0.0394,GIT-g'
61035.6336,14.0016,0.0654,GIT-i'
61035.6380,14.4409,0.0498,GIT-r'
61035.6424,13.8134,0.1236,GIT-z'
61036.6664,15.7088,0.0370,GIT-g'
61036.6708,14.1137,0.0469,GIT-i'
61036.6752,14.5014,0.0410,GIT-r'
61036.6796,13.8928,0.0689,GIT-z'
61037.6800,14.2911,0.0163,SPHEREx-W1
61038.0899,13.9711,0.0239,SEDM-i
61038.0899,13.9984,0.0465,SEDM-i
61038.0926,18.4947,0.0918,SEDM-u
61038.1772,15.7532,0.0274,ZTF-g
61038.1772,15.7532,0.0274,ZTF-g
61038.2006,13.4887,0.2136,WINTER-Hs
61038.2210,14.3364,0.0191,ZTF-r
61038.2210,14.3364,0.0191,ZTF-r
61038.5480,13.6207,0.0516,GIT-z'
61039.5338,14.0237,0.0346,GIT-i'
61039.5384,14.4554,0.0335,GIT-r'
61042.5663,14.4717,0.0415,GIT-r'
61042.5707,15.7426,0.0458,GIT-g'
61043.5917,14.0520,0.0597,GIT-i'
61043.6007,14.4831,0.0676,GIT-r'
61043.6051,15.7660,0.0657,GIT-g'
61044.5372,14.0418,0.0631,GIT-i'
61044.5463,14.5071,0.0459,GIT-r'
61044.5507,15.7842,0.0447,GIT-g'
61049.0863,13.3400,0.0334,WINTER-J
61049.0976,14.3786,0.0251,ZTF-r
61049.0976,14.3786,0.0251,ZTF-r
61049.1359,13.3768,0.0740,WINTER-Hs
61049.1419,15.8948,0.0273,ZTF-g
61049.1419,15.8948,0.0273,ZTF-g
61049.5547,14.5042,0.0592,GIT-r'
61049.5591,14.0339,0.0431,GIT-i'
61049.5634,13.7246,0.0455,GIT-z'
61049.5679,15.8356,0.0426,GIT-g'
61050.0753,13.3809,0.0639,WINTER-J
61050.1001,13.3709,0.0637,WINTER-Hs
61050.5692,14.0521,0.0953,GIT-i'
61050.5736,13.7585,0.1823,GIT-z'
61050.5914,15.8579,0.0508,GIT-g'
61051.0824,13.1821,0.0864,WINTER-J
61051.1071,13.0201,0.0890,WINTER-Hs
61051.2598,14.4018,0.0162,ZTF-r
61051.2598,14.4018,0.0162,ZTF-r
61051.5594,14.4937,0.0714,GIT-r'
61051.5640,13.9971,0.0868,GIT-i'
61051.5730,15.8617,0.0687,GIT-g'
61053.1179,15.9116,0.0229,ZTF-g
61053.1179,15.9116,0.0229,ZTF-g
61053.1563,19.0860,0.1860,SEDM-u
61053.1658,13.9957,0.0491,SEDM-i
61053.1658,13.9842,0.0134,SEDM-i
61053.2002,14.3516,0.0211,ZTF-r
61053.2002,14.3516,0.0211,ZTF-r
61055.1163,14.4438,0.0191,ZTF-r
61055.1163,14.4438,0.0191,ZTF-r
61055.1640,15.9658,0.0293,ZTF-g
61055.1640,15.9658,0.0293,ZTF-g
61057.1138,14.3801,0.0166,ZTF-r
61057.1138,14.3801,0.0166,ZTF-r
61057.1656,15.9531,0.0307,ZTF-g
61057.1656,15.9531,0.0307,ZTF-g
61059.1192,16.1225,0.0336,ZTF-g
61059.1192,16.1225,0.0336,ZTF-g
61059.1561,14.6443,0.0271,ZTF-r
61059.1561,14.6443,0.0271,ZTF-r
61061.1136,16.1495,0.0357,ZTF-g
61061.1136,16.1495,0.0357,ZTF-g
61061.1604,14.7729,0.0340,ZTF-r
61061.1604,14.7729,0.0340,ZTF-r
61061.2059,19.1795,0.1529,SEDM-u
61061.2154,14.2514,0.0405,SEDM-i
61061.2154,14.1914,0.0119,SEDM-i
61061.2428,13.3613,0.0530,WINTER-J
61066.1127,14.5622,0.0341,SEDM-i
61066.1127,14.4994,0.0366,SEDM-i
61066.1344,16.5498,0.0483,ZTF-g
61066.1344,16.5498,0.0483,ZTF-g
61067.1959,13.5822,0.0796,WINTER-J
61068.0956,13.5397,0.1415,WINTER-J
61068.1190,13.6661,0.1735,WINTER-Hs
61068.1205,15.1065,0.0700,ZTF-r
61068.1205,15.1065,0.0700,ZTF-r
61069.0896,13.5737,0.0540,WINTER-J
61069.1144,13.6186,0.0862,WINTER-Hs
61070.1150,14.6518,0.0520,SEDM-i
61070.1150,14.5935,0.0236,SEDM-i
61070.1350,13.6407,0.0564,WINTER-Hs
61070.1545,15.1273,0.0186,ZTF-r
61070.1545,15.1273,0.0186,ZTF-r
61072.1610,15.2972,0.0305,ZTF-r
61072.1610,15.2972,0.0306,ZTF-r
61074.1797,15.2417,0.0270,ZTF-r
61074.1797,15.2417,0.0270,ZTF-r
61076.1643,16.8798,0.0369,ZTF-g
61076.1643,16.8798,0.0369,ZTF-g
61079.0863,13.7642,0.0606,WINTER-J
61079.1165,14.8587,0.0593,SEDM-i
61079.1165,14.7990,0.0106,SEDM-i
61079.1250,16.9680,0.0468,ZTF-g
61079.1250,16.9680,0.0468,ZTF-g
61079.1353,13.8076,0.0943,WINTER-Hs
61079.1360,15.4384,0.0268,ZTF-r
61079.1360,15.4384,0.0268,ZTF-r
61080.0993,13.8160,0.0539,WINTER-J
61080.1482,13.8306,0.1011,WINTER-Hs
61081.0997,13.8745,0.2613,WINTER-J
61085.1876,13.8053,0.0771,WINTER-J
61086.1025,13.8196,0.0559,WINTER-J
61086.1514,14.0910,0.2654,WINTER-Hs
61086.1869,17.1261,0.0688,ZTF-g
