ra,dec,x_image,y_image,mjd,flux_bkg,local_bkg_flg,flags,fit_ql,deep_flg,det_id,lvf_id,obs_publisher_did,lambda,lambda_width,flux,flux_err
9.7025100,40.7689480,1681.45263671875,884.4149169921875,61034.144526791,0.31313565373420715,False,2097152,4.074260711669922,False,1,202552101063641,ivo://irsa.ipac/spherex_qr2?2025W52_1A_0636_4/D1,0.9346596598625183,0.02347082830965519,11047.6552734375,119.97563934326172
9.7025100,40.7689480,1678.7423095703125,769.5099487304688,61036.923957890496,0.32630178332328796,False,4565499909,6.125119209289551,False,1,202552201048711,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0487_1/D1,0.9565638899803162,0.02435656450688839,12075.2734375,125.08924865722656
9.7025100,40.7689480,1676.2672119140625,654.246337890625,61036.9254501475,0.32879599928855896,False,2097152,4.365058898925781,False,1,202552201048721,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0487_2/D1,0.9793981313705444,0.025703510269522667,13453.1943359375,133.73019409179688
9.7025100,40.7689480,1673.8050537109375,539.0278930664062,61036.926942404505,0.33157336711883545,False,2097152,6.1481242179870605,False,1,202552201048731,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0487_3/D1,1.002898097038269,0.026517409831285477,14338.42578125,137.5179901123047
9.7025100,40.7689480,1671.3470458984375,423.7445373535156,61036.92843465,0.3425864577293396,False,2097152,5.44750452041626,False,1,202552201048741,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0487_4/D1,1.0266118049621582,0.027343308553099632,14708.005859375,138.696044921875
9.7025100,40.7689480,1668.0277099609375,308.2085876464844,61040.047957833,0.3524983525276184,False,2097152,5.065608024597168,False,1,202601101043111,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0431_1/D1,1.0511914491653442,0.027374036610126495,16082.3623046875,143.74302673339844
9.7025100,40.7689480,1665.6572265625,192.83877563476562,61040.049450078,1.3356242179870605,False,2621440,5.577375411987305,False,1,202601101043121,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0431_2/D1,1.076116919517517,0.02858489379286766,15268.8505859375,154.8723602294922
9.7025100,40.7689480,858.0765991210938,1971.9361572265625,61036.383743886,0.3460591733455658,True,2097152,5.494152069091797,False,2,202552201037932,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0379_3/D2,1.101062536239624,0.025045499205589294,12175.4375,127.98983001708984
9.7025100,40.7689480,1663.22705078125,77.39759063720703,61040.0509423465,0.415993332862854,False,2097152,4.845254421234131,False,1,202601101043131,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0431_3/D1,1.102433204650879,0.029545601457357407,12571.275390625,126.49179077148438
9.7025100,40.7689480,856.5125122070312,1857.2060546875,61036.385236143,0.3482346534729004,True,2097152,6.382755279541016,False,2,202552201037942,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0379_4/D2,1.1264426708221436,0.02708505280315876,12943.9990234375,133.78854370117188
9.7025100,40.7689480,854.6873168945312,1742.6171875,61037.267602867505,0.3805094063282013,True,2097152,6.299651622772217,False,2,202552201055512,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0555_1/D2,1.1533106565475464,0.02815973199903965,14318.5126953125,137.94114685058594
9.7025100,40.7689480,853.1381225585938,1627.645263671875,61037.269095113,0.3909095525741577,True,2097152,5.647245407104492,False,2,202552201055522,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0555_2/D2,1.1811836957931519,0.02854100801050663,14394.775390625,141.55235290527344
9.7025100,40.7689480,851.5118408203125,1512.617919921875,61037.2705873815,0.37951967120170593,True,2097152,6.134416103363037,False,2,202552201055532,ivo://irsa.ipac/spherex_qr2?2025W52_2A_0555_3/D2,1.2095091342926025,0.029391227290034294,14813.126953125,138.0950164794922
9.7025100,40.7689480,849.2401733398438,1397.7486572265625,61039.843820934504,0.3973610997200012,True,2097152,6.0699262619018555,False,2,202601101039212,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0392_1/D2,1.238289713859558,0.030066397041082382,15688.1923828125,142.24716186523438
9.7025100,40.7689480,847.7409057617188,1282.6534423828125,61039.8453131915,0.3961085379123688,True,2097152,6.977547645568848,False,2,202601101039222,ivo://irsa.ipac/spherex_qr2?2026W01_1A_0392_2/D2,1.2677174806594849,0.030704906210303307,16145.767578125,142.1064910888672
9.7025100,40.7689480,1263.3135986328125,1239.54931640625,61030.6090022655,0.3931707739830017,True,2097152,5.590421199798584,False,2,202551201065312,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_1/D2,1.2794890403747559,0.03088104911148548,15522.333984375,145.1324005126953
9.7025100,40.7689480,1261.9549560546875,1124.43115234375,61030.610494534,0.40533530712127686,True,2097152,4.179234504699707,False,2,202551201065322,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_2/D2,1.3103206157684326,0.03232715651392937,14797.9677734375,138.50607299804688
9.7025100,40.7689480,1260.560302734375,1009.260498046875,61030.6119867795,0.38568347692489624,True,2097152,5.549727916717529,False,2,202551201065332,ivo://irsa.ipac/spherex_qr2?2025W51_2A_0653_3/D2,1.3414300680160522,0.03201187774538994,15847.5849609375,141.5530242919922
